mesh_level,tau_interior,tau_qb,time,L2_error,Linf_error,max_abs_q
2,0.0,0.0,0.0,0.0,0.0,1.0
2,0.0,0.0,0.015624999999999998,0.0007330495196169761,0.0027371596449969338,0.9997571637779962
2,0.0,0.0,0.031249999999999997,0.0014182887971117735,0.0053882962070134766,0.9903246164937343
2,0.0,0.0,0.04687499999999999,0.002196543098247465,0.008884424489647602,0.9963719796137851
2,0.0,0.0,0.06249999999999999,0.0030841628093883945,0.014238287285825879,0.9968618601219505
2,0.0,0.0,0.07812499999999999,0.004031558853636854,0.020290875668799946,0.9888510122084274
2,0.0,0.0,0.09374999999999999,0.004956737791843429,0.026535418249441833,0.9994133742260635
2,0.0,0.0,0.1,0.005300982634404701,0.028966893220751966,0.9966546137821488
4,0.0,0.0,0.0,0.0,0.0,1.0
4,0.0,0.0,0.007812499999999999,7.103723887820514e-05,0.0003451566739193397,0.9996647230383314
4,0.0,0.0,0.015624999999999998,0.00012179639286317737,0.000670276257883351,1.0000465644369179
4,0.0,0.0,0.023437499999999997,0.00015645500600421075,0.0009550668607679336,0.9978534353318907
4,0.0,0.0,0.031249999999999997,0.00017759512889758044,0.0011891249615197386,0.999687543593334
4,0.0,0.0,0.03906249999999999,0.00018851847123777267,0.0013702910967470783,0.9994551068584344
4,0.0,0.0,0.04687499999999999,0.00019267990165521627,0.0015022199309336903,0.9978641945322401
4,0.0,0.0,0.05468749999999999,0.0001929279118027981,0.0015918401870266274,0.9999153039744815
4,0.0,0.0,0.06249999999999999,0.00019124618025292346,0.001647170897567829,0.9999333421252039
4,0.0,0.0,0.07031249999999999,0.0001888842524268989,0.0016757376951133107,1.0000296531001143
4,0.0,0.0,0.07812499999999999,0.0001865847120080481,0.0016836437872650434,0.9977941238179618
4,0.0,0.0,0.08593749999999999,0.00018473842680751543,0.001675218147385582,0.9994230251371021
4,0.0,0.0,0.09374999999999999,0.00018346770230651363,0.0016530921211513894,0.9995701907438362
4,0.0,0.0,0.1,0.00018282115948523993,0.001626410146702395,0.9988533347407306
6,0.0,0.0,0.0,0.0,0.0,1.0
6,0.0,0.0,0.005208333333333332,9.471811718843597e-06,5.4548851247313707e-05,0.9999991819893845
6,0.0,0.0,0.010416666666666664,1.6253004216067564e-05,0.00010450081195784167,0.9990465728117925
6,0.0,0.0,0.015624999999999997,2.0908670553255405e-05,0.00014652934697986786,0.9997598251797687
6,0.0,0.0,0.02083333333333333,2.3779452197096544e-05,0.00017920066272625323,0.9997952563481419
6,0.0,0.0,0.02604166666666666,2.5293392281760477e-05,0.0002026083187843808,0.9989709558534163
6,0.0,0.0,0.031249999999999993,2.5894592918498024e-05,0.00021787642945325647,0.9999973269199312
6,0.0,0.0,0.03645833333333333,2.5948409523629e-05,0.00022665989563425137,0.9998700260400356
6,0.0,0.0,0.04166666666666666,2.571290924537423e-05,0.00023072723498002157,1.0000003958946508
6,0.0,0.0,0.046874999999999986,2.5358554877032207e-05,0.0002316677504673459,0.9998427944014299
6,0.0,0.0,0.052083333333333315,2.4996458492406645e-05,0.0002307286872762493,1.000001139725411
6,0.0,0.0,0.057291666666666644,2.4694339711946322e-05,0.00022876365162460832,0.9989912761341914
6,0.0,0.0,0.06249999999999997,2.4482411756219937e-05,0.00022626117942614599,0.9998131753325291
6,0.0,0.0,0.0677083333333333,2.4359497536713866e-05,0.00022341986854590434,0.9997641369511319
6,0.0,0.0,0.07291666666666663,2.4304256827887387e-05,0.0002202407732457834,0.9990513689682028
6,0.0,0.0,0.07812499999999996,2.428866917390825e-05,0.0002166155717889806,0.9999896292281424
6,0.0,0.0,0.08333333333333329,2.428853181400286e-05,0.00021239767864500436,0.9999916224394116
6,0.0,0.0,0.08854166666666662,2.4288310938504923e-05,0.00020745114091413885,1.0000038829050637
6,0.0,0.0,0.09374999999999994,2.4281086991514334e-05,0.00020167785565317065,0.9990415015973346
6,0.0,0.0,0.09895833333333327,2.42659422635432e-05,0.00019502710839902626,0.9997551232819635
6,0.0,0.0,0.1,2.426211647993682e-05,0.00019359009728880938,0.999743809546543
8,0.0,0.0,0.0,0.0,0.0,1.0
8,0.0,0.0,0.0039062499999999996,2.257507884178568e-06,1.3739009198444549e-05,0.999924451190151
8,0.0,0.0,0.007812499999999999,3.874837016505349e-06,2.6214275358392436e-05,0.9999997793518038
8,0.0,0.0,0.011718749999999998,4.987346397292243e-06,3.657974868326308e-05,0.9994254440745367
8,0.0,0.0,0.015624999999999998,5.675923892287523e-06,4.449053703770023e-05,0.9998882802452478
8,0.0,0.0,0.019531249999999997,6.041574913916246e-06,5.000275573929791e-05,0.9998660039072191
8,0.0,0.0,0.023437499999999997,6.188763352127856e-06,5.343989407724514e-05,0.9994646955127192
8,0.0,0.0,0.027343749999999997,6.203345089755737e-06,5.525965465502658e-05,0.9999983611694578
8,0.0,0.0,0.031249999999999997,6.146250814513088e-06,5.5943665307311985e-05,0.9999989231884306
8,0.0,0.0,0.03515624999999999,6.058375828358908e-06,5.592077121280292e-05,1.0000003153147958
8,0.0,0.0,0.03906249999999999,5.9671766612969504e-06,5.552506313771799e-05,0.9994634810306691
8,0.0,0.0,0.04296874999999999,5.890113478998139e-06,5.498340604231933e-05,0.9998654196327967
8,0.0,0.0,0.04687499999999999,5.835625871114322e-06,5.442404172084636e-05,0.9998863753131694
8,0.0,0.0,0.05078124999999999,5.804250391126773e-06,5.389727401261535e-05,0.9994230884429207
8,0.0,0.0,0.05468749999999999,5.791151116268351e-06,5.340045443691377e-05,0.9999995737013758
8,0.0,0.0,0.05859374999999999,5.789393234530281e-06,5.29016065803356e-05,0.999925748334064
8,0.0,0.0,0.06249999999999999,5.792631784335467e-06,5.235834912542536e-05,0.9999999387252554
8,0.0,0.0,0.06640624999999999,5.796481841692836e-06,5.173081633136345e-05,0.9999196666941252
8,0.0,0.0,0.07031249999999999,5.7986803186537155e-06,5.098877780651545e-05,0.9999987855333318
8,0.0,0.0,0.07421874999999999,5.798572207682965e-06,5.011406319443967e-05,0.9994262475531412
8,0.0,0.0,0.07812499999999999,5.79642955233611e-06,4.9997538450252677e-05,0.9998892002588377
8,0.0,0.0,0.08203124999999999,5.792893251551288e-06,5.075860750203276e-05,0.9998668751387616
8,0.0,0.0,0.08593749999999999,5.788623559463312e-06,5.1392962371166195e-05,0.9994655541081132
8,0.0,0.0,0.08984374999999999,5.784131688449522e-06,5.190116238079634e-05,0.9999973357255406
8,0.0,0.0,0.09374999999999999,5.779731330944431e-06,5.228421303210551e-05,0.999998998894889
8,0.0,0.0,0.09765624999999999,5.775556376006283e-06,5.254309447649819e-05,1.0000007945937988
8,0.0,0.0,0.1,5.77316496838358e-06,5.263869227944973e-05,0.9995458579059087
16,0.0,0.0,0.0,0.0,0.0,1.0
16,0.0,0.0,0.0019531249999999998,7.084367655953705e-08,4.538936926781062e-07,0.9999812503763017
16,0.0,0.0,0.0039062499999999996,1.2163107815171234e-07,8.629235793387868e-07,0.9999997498665828
16,0.0,0.0,0.005859374999999999,1.5663039765321657e-07,1.1989074182178205e-06,0.9998557123826454
16,0.0,0.0,0.007812499999999999,1.783709607869031e-07,1.4509378854776767e-06,0.9999715108195683
16,0.0,0.0,0.009765624999999998,1.8999180973036448e-07,1.6218306443521735e-06,0.9999665318816953
16,0.0,0.0,0.011718749999999998,1.9472927329029964e-07,1.7234572111668456e-06,0.9998661397019679
16,0.0,0.0,0.013671874999999998,1.9524035644512327e-07,1.7721316005470111e-06,0.9999999124065425
16,0.0,0.0,0.015624999999999998,1.934190553782794e-07,1.7848152313315602e-06,0.9999999830346267
16,0.0,0.0,0.017578124999999997,1.9055594700922236e-07,1.7764988926305403e-06,0.9999999436224661
16,0.0,0.0,0.019531249999999997,1.8754153638269233e-07,1.758791425582329e-06,0.9998661202354302
16,0.0,0.0,0.021484374999999997,1.8496391482220328e-07,1.7395263148534124e-06,0.9999665224099008
16,0.0,0.0,0.023437499999999997,1.831266151589697e-07,1.7230900705711427e-06,0.9999714807710491
16,0.0,0.0,0.025390624999999997,1.8207295326548303e-07,1.7111594938223895e-06,0.9998556750486137
16,0.0,0.0,0.027343749999999997,1.8166030365749727e-07,1.7035788741903701e-06,0.9999997468531598
16,0.0,0.0,0.029296874999999997,1.8166407997704501e-07,1.6991827981871488e-06,0.9999812711252252
16,0.0,0.0,0.031249999999999997,1.8186760769534563e-07,1.6964511624362189e-06,0.999999999079471
16,0.0,0.0,0.03320312499999999,1.8211178593353168e-07,1.693953507742041e-06,0.9999811656493255
16,0.0,0.0,0.03515624999999999,1.8230580171594646e-07,1.6905914493881014e-06,0.9999997282808656
16,0.0,0.0,0.03710937499999999,1.82414666586033e-07,1.6856787266039674e-06,0.9998557294653441
16,0.0,0.0,0.03906249999999999,1.8243939162076927e-07,1.6849395941681555e-06,0.9999715297484658
16,0.0,0.0,0.04101562499999999,1.823992028242853e-07,1.6917010810246769e-06,0.999966549266397
16,0.0,0.0,0.04296874999999999,1.8231902706866449e-07,1.696869836753656e-06,0.9998661569146533
16,0.0,0.0,0.04492187499999999,1.8222202670236662e-07,1.7006423759791112e-06,0.9999998913187869
16,0.0,0.0,0.04687499999999999,1.8212587783024208e-07,1.7032198790511988e-06,0.9999999868278825
16,0.0,0.0,0.04882812499999999,1.8204156896795786e-07,1.704768702232018e-06,0.9999999548384173
16,0.0,0.0,0.05078124999999999,1.8197382814983952e-07,1.7054026972274094e-06,0.9998660989900975
16,0.0,0.0,0.05273437499999999,1.8192250824049817e-07,1.7051821416813606e-06,0.9999664958960596
16,0.0,0.0,0.05468749999999999,1.8188436946933262e-07,1.7041230480629999e-06,0.9999715073107943
16,0.0,0.0,0.05664062499999999,1.8185480323426148e-07,1.7022111372111404e-06,0.9998557016132475
16,0.0,0.0,0.05859374999999999,1.8182918926396535e-07,1.6994161257666285e-06,0.9999997634632212
16,0.0,0.0,0.06054687499999999,1.8180375017402686e-07,1.6957035914311192e-06,0.9999813031316032
16,0.0,0.0,0.06249999999999999,1.8177592053940683e-07,1.691043186868857e-06,0.999999991406322
16,0.0,0.0,0.06445312499999999,1.8174434262493962e-07,1.6854131057453259e-06,0.9999811323117572
16,0.0,0.0,0.06640624999999999,1.8170863565613494e-07,1.6788014221558178e-06,0.9999997085786788
16,0.0,0.0,0.06835937499999999,1.816690744186073e-07,1.6712052592904314e-06,0.9998557433423892
16,0.0,0.0,0.07031249999999999,1.8162627570812717e-07,1.662628762943985e-06,0.9999715434559733
16,0.0,0.0,0.07226562499999999,1.8158094873720283e-07,1.662785909767317e-06,0.9999665643538443
16,0.0,0.0,0.07421874999999999,1.8153373111279574e-07,1.6678078337828417e-06,0.9998661719184999
16,0.0,0.0,0.07617187499999999,1.8148510577728108e-07,1.6718524821768277e-06,0.9999998740976093
16,0.0,0.0,0.07812499999999999,1.8143538150560994e-07,1.674920402233715e-06,0.9999999933735644
16,0.0,0.0,0.08007812499999999,1.8138471452870426e-07,1.6770118573816717e-06,0.9999999648772886
16,0.0,0.0,0.08203124999999999,1.8133314978380685e-07,1.6781267760113128e-06,0.9998660796421972
16,0.0,0.0,0.08398437499999999,1.812806664827954e-07,1.6782649055191445e-06,0.9999664763426792
16,0.0,0.0,0.08593749999999999,1.812272170277265e-07,1.6774260265250973e-06,0.9999715291320368
16,0.0,0.0,0.08789062499999999,1.8117275444510246e-07,1.675610199203259e-06,0.999855723377401
16,0.0,0.0,0.08984374999999999,1.8111724842901916e-07,1.6728179590974612e-06,0.9999997747186185
16,0.0,0.0,0.09179687499999999,1.8106069085084666e-07,1.6690504637262293e-06,0.999981322234577
16,0.0,0.0,0.09374999999999999,1.8100309481374187e-07,1.6643095709367728e-06,0.999999985030493
16,0.0,0.0,0.09570312499999999,1.8094448988406254e-07,1.6585978703242965e-06,0.999981113210039
16,0.0,0.0,0.09765624999999999,1.8088491594431365e-07,1.6519186716856815e-06,0.9999996976009935
16,0.0,0.0,0.09960937499999999,1.8082441791490557e-07,1.6442759717127942e-06,0.999855750802742
16,0.0,0.0,0.1,1.808121221426667e-07,1.6426263845792377e-06,0.9999271003374176
32,0.0,0.0,0.0,0.0,0.0,1.0
32,0.0,0.0,0.0009765624999999999,2.216187334030173e-09,1.4378957630904049e-08,0.9999953147696276
32,0.0,0.0,0.0019531249999999998,3.805220076192962e-09,2.7313162547643044e-08,0.9999999343816096
32,0.0,0.0,0.0029296874999999996,4.9007791532098225e-09,3.790812752937911e-08,0.9999639172761744
32,0.0,0.0,0.0039062499999999996,5.581918398418213e-09,4.582203771974491e-08,0.9999928688113193
32,0.0,0.0,0.004882812499999999,5.946596310260792e-09,5.115137732825126e-08,0.999991633412773
32,0.0,0.0,0.005859374999999999,6.095726516933792e-09,5.42811564446799e-08,0.9999665339458198
32,0.0,0.0,0.006835937499999999,6.112134757958221e-09,5.57371544057661e-08,0.999999983202598
32,0.0,0.0,0.007812499999999999,6.054925952314759e-09,5.6064553291546027e-08,0.9999999997343667
32,0.0,0.0,0.008789062499999998,5.9645252743842745e-09,5.574438494138079e-08,0.9999999836930408
32,0.0,0.0,0.009765624999999998,5.869013073378212e-09,5.514865179800932e-08,0.9999665336397162
32,0.0,0.0,0.010742187499999998,5.7871015852993256e-09,5.45280184061081e-08,0.9999916332634192
32,0.0,0.0,0.011718749999999998,5.728594512182257e-09,5.4022563700240056e-08,0.9999928683406973
32,0.0,0.0,0.012695312499999998,5.6950625162391535e-09,5.368554972795536e-08,0.9999639166907539
32,0.0,0.0,0.013671874999999998,5.682123048174661e-09,5.3511611114442914e-08,0.9999999343353171
32,0.0,0.0,0.014648437499999998,5.682699961047311e-09,5.34631431903243e-08,0.9999953150957318
32,0.0,0.0,0.015624999999999998,5.68987721911241e-09,5.3491279655704105e-08,0.9999999999857614
32,0.0,0.0,0.016601562499999997,5.6985054523534775e-09,5.355009644048003e-08,0.9999953134046741
32,0.0,0.0,0.017578124999999997,5.705582869332891e-09,5.3604348349001185e-08,0.9999999340189939
32,0.0,0.0,0.018554687499999997,5.709895888106163e-09,5.363200150654279e-08,0.9999639175619816
32,0.0,0.0,0.019531249999999997,5.711412492630204e-09,5.366826523467427e-08,0.9999928691260749
32,0.0,0.0,0.020507812499999997,5.710724887676731e-09,5.37437371619931e-08,0.9999916337000869
32,0.0,0.0,0.021484374999999997,5.708646427173445e-09,5.3788516529706953e-08,0.9999665342305556
32,0.0,0.0,0.022460937499999997,5.705960855342942e-09,5.38100437957878e-08,0.9999999828519548
32,0.0,0.0,0.023437499999999997,5.703287907692958e-09,5.381587979413904e-08,0.9999999998046524
32,0.0,0.0,0.024414062499999997,5.701030933370036e-09,5.381224556233466e-08,0.9999999838841133
32,0.0,0.0,0.025390624999999997,5.699380605620866e-09,5.380338237437332e-08,0.9999665332749257
32,0.0,0.0,0.026367187499999997,5.698354656887639e-09,5.379151477025168e-08,0.9999916328158838
32,0.0,0.0,0.027343749999999997,5.69785481206956e-09,5.377721343235997e-08,0.9999928687822651
32,0.0,0.0,0.028320312499999997,5.697725285934285e-09,5.375991010692083e-08,0.9999639171327879
32,0.0,0.0,0.029296874999999997,5.697801377775478e-09,5.3738432065353336e-08,0.9999999346107612
32,0.0,0.0,0.030273437499999997,5.697942035579879e-09,5.371143430021874e-08,0.9999953156266856
32,0.0,0.0,0.031249999999999997,5.698046222125401e-09,5.3677713163224894e-08,0.9999999998553035
32,0.0,0.0,0.03222656249999999,5.6980556620717336e-09,5.363636468302957e-08,0.999995312745166
32,0.0,0.0,0.03320312499999999,5.697948781501455e-09,5.358682711453788e-08,0.999999933619229
32,0.0,0.0,0.03417968749999999,5.6977303298911525e-09,5.35288588454641e-08,0.9999639178435811
32,0.0,0.0,0.03515624999999999,5.6974204385435515e-09,5.3462456128805513e-08,0.999992869404908
32,0.0,0.0,0.03613281249999999,5.697044984860705e-09,5.3446078729368907e-08,0.9999916340002459
32,0.0,0.0,0.03710937499999999,5.696628847961147e-09,5.348570498997507e-08,0.9999665345293506
32,0.0,0.0,0.03808593749999999,5.696191847882222e-09,5.3517437703654025e-08,0.9999999825043074
32,0.0,0.0,0.03906249999999999,5.695747291155559e-09,5.354143306490755e-08,0.9999999999428656
32,0.0,0.0,0.04003906249999999,5.695302192041593e-09,5.3557800666625965e-08,0.9999999840962961
32,0.0,0.0,0.04101562499999999,5.6948584822009735e-09,5.356659729671698e-08,0.9999665328655505
32,0.0,0.0,0.04199218749999999,5.694414814233228e-09,5.356784413268478e-08,0.9999916324031443
32,0.0,0.0,0.04296874999999999,5.693968081834182e-09,5.356153326419033e-08,0.9999928692244078
32,0.0,0.0,0.04394531249999999,5.69351471507652e-09,5.354764284759561e-08,0.9999639175740013
32,0.0,0.0,0.04492187499999999,5.693051573440842e-09,5.352614215747842e-08,0.9999999348435848
32,0.0,0.0,0.04589843749999999,5.69257633811689e-09,5.349700782364408e-08,0.9999953160264469
32,0.0,0.0,0.04687499999999999,5.69208766944203e-09,5.3460222942947055e-08,0.9999999997220416
32,0.0,0.0,0.04785156249999999,5.691585072269293e-09,5.341578079853804e-08,0.9999953121515952
32,0.0,0.0,0.04882812499999999,5.6910686560540785e-09,5.336367819852583e-08,0.9999999332577062
32,0.0,0.0,0.04980468749999999,5.690538891291576e-09,5.3303923719383306e-08,0.9999639180939478
32,0.0,0.0,0.05078124999999999,5.689996437590432e-09,5.323653076705348e-08,0.9999928696552561
32,0.0,0.0,0.05175781249999999,5.689441885968751e-09,5.316151083234466e-08,0.9999916342687782
32,0.0,0.0,0.05273437499999999,5.688875789831263e-09,5.315730466914914e-08,0.9999665347978952
32,0.0,0.0,0.05371093749999999,5.6882985101369125e-09,5.3189414886412045e-08,0.9999999821874826
32,0.0,0.0,0.05468749999999999,5.6877102800753305e-09,5.32138690473305e-08,1.000000000074379
32,0.0,0.0,0.05566406249999999,5.687111242609291e-09,5.3230666721693076e-08,0.9999999842855712
32,0.0,0.0,0.05664062499999999,5.686501407275807e-09,5.3239803635141136e-08,0.999966532496024
32,0.0,0.0,0.05761718749999999,5.6858808098556085e-09,5.324128002359707e-08,0.9999916320335791
32,0.0,0.0,0.05859374999999999,5.685249460259219e-09,5.323509374988156e-08,0.9999928696206812
32,0.0,0.0,0.05957031249999999,5.684607355639249e-09,5.3221246770762676e-08,0.9999639179703008
32,0.0,0.0,0.06054687499999999,5.6839545534624906e-09,5.319973836459546e-08,0.9999999350522858
32,0.0,0.0,0.06152343749999999,5.683291094458222e-09,5.3170572944516437e-08,0.9999953163851955
32,0.0,0.0,0.06249999999999999,5.682617053147367e-09,5.3133753202816436e-08,0.9999999996392528
32,0.0,0.0,0.06347656249999999,5.681932521427912e-09,5.308928596736706e-08,0.9999953116424352
32,0.0,0.0,0.06445312499999999,5.681237742972429e-09,5.303717778848416e-08,0.9999999329488515
32,0.0,0.0,0.06542968749999999,5.680532620727839e-09,5.2977434550349756e-08,0.9999639183065555
32,0.0,0.0,0.06640624999999999,5.6798173296556044e-09,5.2910067327438526e-08,0.9999928698679182
32,0.0,0.0,0.06738281249999999,5.6790920006572085e-09,5.2835084390912e-08,0.9999916344978729
32,0.0,0.0,0.06835937499999999,5.678356768736952e-09,5.27524989246686e-08,0.9999665350270448
32,0.0,0.0,0.06933593749999999,5.6776117387475204e-09,5.277342778053917e-08,0.9999999819162432
32,0.0,0.0,0.07031249999999999,5.676857015689436e-09,5.279793736934213e-08,1.0000000001853708
32,0.0,0.0,0.07128906249999999,5.676092719756421e-09,5.281478737684253e-08,0.9999999844449187
32,0.0,0.0,0.07226562499999999,5.675318928678984e-09,5.282397702588426e-08,0.9999665321828697
32,0.0,0.0,0.07324218749999999,5.674535758792886e-09,5.282550130658592e-08,0.9999916317204782
32,0.0,0.0,0.07421874999999999,5.673743338643325e-09,5.281936174550417e-08,0.9999928699578388
32,0.0,0.0,0.07519531249999999,5.672941750123394e-09,5.280555931408415e-08,0.9999639183075136
32,0.0,0.0,0.07617187499999999,5.672131143318283e-09,5.278409739850609e-08,0.9999999352288269
32,0.0,0.0,0.07714843749999999,5.671311605192355e-09,5.275497613754787e-08,0.9999953166881755
32,0.0,0.0,0.07812499999999999,5.670483269379128e-09,5.271820133212479e-08,0.9999999995731935
32,0.0,0.0,0.07910156249999999,5.669646262192662e-09,5.267378036521997e-08,0.9999953112367416
32,0.0,0.0,0.08007812499999999,5.668800692928903e-09,5.262171634545787e-08,0.9999999327041714
32,0.0,0.0,0.08105468749999999,5.667946683894978e-09,5.256201887626766e-08,0.9999639184729944
32,0.0,0.0,0.08203124999999999,5.66708437014485e-09,5.249469692270026e-08,0.9999928700344032
32,0.0,0.0,0.08300781249999999,5.666213869730051e-09,5.241976222536415e-08,0.9999916346784997
32,0.0,0.0,0.08398437499999999,5.66533531736907e-09,5.233722261133167e-08,0.9999665352077175
32,0.0,0.0,0.08496093749999999,5.664448841606632e-09,5.228468738516234e-08,0.9999999817007817
32,0.0,0.0,0.08593749999999999,5.6635545534657575e-09,5.2309253859017524e-08,1.0000000002710328
32,0.0,0.0,0.08691406249999999,5.6626526169173234e-09,5.2326160696059e-08,0.9999999845678195
32,0.0,0.0,0.08789062499999999,5.661743117985958e-09,5.233540534277381e-08,0.9999665319378497
32,0.0,0.0,0.08886718749999999,5.6608262114834e-09,5.233698635587203e-08,0.9999916314755032
32,0.0,0.0,0.08984374999999999,5.659902038074576e-09,5.2330903582697985e-08,0.9999928702226869
32,0.0,0.0,0.09082031249999999,5.658970715562895e-09,5.231715766162992e-08,0.9999639185724075
32,0.0,0.0,0.09179687499999999,5.658032405725305e-09,5.229575075760273e-08,0.9999999353660938
32,0.0,0.0,0.09277343749999999,5.657087218358319e-09,5.226668606250762e-08,0.9999953169234954
32,0.0,0.0,0.09374999999999999,5.656135296880629e-09,5.2229967933969945e-08,0.9999999995196799
32,0.0,0.0,0.09472656249999999,5.655176793366612e-09,5.218560192310484e-08,0.9999953109497528
32,0.0,0.0,0.09570312499999999,5.654211844576894e-09,5.21335946357393e-08,0.9999999325327241
32,0.0,0.0,0.09667968749999999,5.653240579794443e-09,5.207395387119007e-08,0.9999639185865207
32,0.0,0.0,0.09765624999999999,5.652263155548828e-09,5.200668859450808e-08,0.9999928701479637
32,0.0,0.0,0.09863281249999999,5.651279697364585e-09,5.1931808825456116e-08,0.999991634803372
32,0.0,0.0,0.09960937499999999,5.650290367433428e-09,5.184932605484249e-08,0.9999665353326239
32,0.0,0.0,0.1,5.649888721689245e-09,5.181384804542333e-08,0.9999715381699169
64,0.0,0.0,0.0,0.0,0.0,1.0
