mesh_level,h,reached_tf,tf_used,tau_interior,tau_qb,L2_error_final,rate_L2,Linf_error_final,rate_Linf,rate_status
4,0.25,True,1.0,0.0,0.0,0.000438854956003149,nan,0.003060641037401557,nan,ok
8,0.125,True,1.0,0.0,0.0,2.6254103463602638e-05,4.06312936397642,0.00013301658191167132,4.524155841393287,ok
16,0.0625,True,1.0,0.0,0.0,1.647742945157686e-06,3.993979832055286,7.208603260089319e-06,4.2057425440118665,ok
