mesh_level,h,reached_tf,tf_used,tau_interior,tau_qb,L2_error_final,rate_L2,Linf_error_final,rate_Linf,rate_status
4,0.25,True,0.2,0.0,0.0,0.00028913863707432524,nan,0.0024762344587236917,nan,ok
8,0.125,True,0.2,0.0,0.0,1.4228558928085196e-05,4.344899948561178,9.821412131644225e-05,4.656073638844011,ok
