time,L2_error,Linf_error,max_abs_q
0.0,0.0,0.0,0.9927059308581235
0.0031249999999999997,0.007669319006718739,0.03190860191835687,1.0000051780179922
0.0062499999999999995,0.015245744056389366,0.06381047126175857,1.0151126761550726
0.009375,0.02271724684217222,0.095769083561923,1.0288887727156235
0.012499999999999999,0.030070812475879775,0.12784507974644996,1.041305183116121
0.015624999999999998,0.037293471640091204,0.16009450745496945,1.0523348669595896
0.01875,0.044372976338343195,0.19256738501983298,1.0619520821249828
0.021875,0.05129821599021941,0.22530655052126156,1.0701324481089225
0.024999999999999998,0.058059446059892,0.25834676287042313,1.076853016925518
0.028124999999999997,0.06464838281691641,0.29171402572011207,1.0820923500110118
0.031249999999999997,0.07105820392892653,0.3254251082782495,1.0858305997065507
0.034374999999999996,0.07728348426993771,0.35948723990657305,1.0880495940069927
0.0375,0.08332008870056723,0.39389795780819736,1.088732923368408
0.040625,0.0891650379429245,0.42864508920994765,1.0878660284633717
0.043750000000000004,0.09481635950709345,0.4637068512825085,1.0854362878626127
0.04687500000000001,0.10027293253556858,0.49905205365728833,1.0814331047050638
0.05000000000000001,0.10553433312698039,0.5346403898290146,1.0758479914966637
0.05312500000000001,0.11060068496851203,0.570422805006412,1.068674652252063
0.056250000000000015,0.11547251879256393,0.6063419291134731,1.0599090612631599
0.05937500000000002,0.1201506431650008,0.6423325646701472,1.0785434942877037
0.06250000000000001,0.12463602832840161,0.6783222202096194,1.149524574124686
0.06562500000000002,0.12892970420581384,0.7142316807328042,1.219698899069072
0.06875000000000002,0.1330326731770037,0.7499756074700901,1.2889282964138793
0.07187500000000002,0.13694583784075925,0.785463159924715,1.3570702934937446
0.07500000000000002,0.14066994365291627,0.8205986338190022,1.4239788352442202
0.07812500000000003,0.1442055360662225,0.8552821091603242,1.4895050099050022
0.08125000000000003,0.1475529315851289,0.8894101031934728,1.5534977775140555
0.08437500000000003,0.15071220197926735,0.9228762235146144,1.6158046963513342
0.08750000000000004,0.1536831707688793,0.9555718170931102,1.6762726429653105
0.09062500000000004,0.15646542100009728,0.9873866113845098,1.7347485218561336
0.09375000000000004,0.1590583132647137,1.0182093441238895,1.7910799612988615
0.09687500000000004,0.16146101288513146,1.0479283787659326,1.8451159921713485
0.10000000000000005,0.1636725251778946,1.0764323028889256,1.8967077070062253
0.10312500000000005,0.1656917377257854,1.1036105072061742,1.945708896816956
0.10625000000000005,0.16751746862612718,1.129353743131881,1.991976663555874
0.10937500000000006,0.16914851973872827,1.1535546571309054,2.035372006348972
0.11250000000000006,0.17058373402790836,1.1761083003443416,2.0757603799193847
0.11562500000000006,0.17182205617636487,1.1969126122268434,2.1130122238602413
0.11875000000000006,0.17286259574143104,1.2158688771581265,2.147003461648965
0.12187500000000007,0.17370469222390336,1.232882153201206,2.1776159685101812
0.12500000000000006,0.17434798152355896,1.247861672374601,2.2047380074341794
0.12812500000000004,0.17479246336142465,1.2607212119857552,2.228264632843055
0.13125000000000003,0.17503856935464543,1.2713794367392193,2.248098061568225
0.13437500000000002,0.17508723153334288,1.279760211486326,2.264148010961529
0.1375,0.1749399511880855,1.2857928846239315,2.2763320041083923
0.140625,0.1745988680292828,1.2894125422789378,2.2845756422461188
0.14375,0.17406682972339924,1.2905602335333188,2.2888128446139313
0.14687499999999998,0.17334746194220158,1.2891831670518759,2.288986056074426
0.14999999999999997,0.17244523911623522,1.2852348795724235,2.2850464229491974
0.15312499999999996,0.171365556116984,1.278675376806161,2.276953937605058
0.15624999999999994,0.1701148010965016,1.2694712473749878,2.2646775524119294
0.15937499999999993,0.16870042967912974,1.2575957504830628,2.248195263769674
0.16249999999999992,0.16713104061457337,1.243028878082357,2.227494166969235
0.1656249999999999,0.16541645284861822,1.2257573923467613,2.20257048271391
