nx,ny,K_tri,h,Np,Nq_dense,total_dof,node_L2,node_Linf,dense_L2,dense_Linf,elapsed_sec,rate_node_L2,rate_node_Linf,rate_dense_L2,rate_dense_Linf
1,1,2,1.0,16,91,32,0.03109823056707059,0.05089872377011111,0.14137330839797738,0.639199582539883,0.004410099994856864,nan,nan,nan,nan
2,2,8,0.5,16,91,128,0.0028278531541330535,0.008050146262620128,0.010143262397536278,0.06059201756914079,0.0015370000037364662,3.459053385587769,2.6605425819356645,3.800916112804744,3.399066816275967
4,4,32,0.25,16,91,512,0.00013247932303230885,0.000684236716203046,0.0006447853964217554,0.011128801475195349,0.006627800001297146,4.415868094331208,3.556447569264465,3.9755588646034683,2.444829515758476
8,8,128,0.125,16,91,2048,3.660915685159598e-06,1.6833790404874316e-05,2.288873883393742e-05,0.00045784247630109576,0.0275386999710463,5.177418848388929,5.345063556443911,4.816109191091099,4.603303103646249
16,16,512,0.0625,16,91,8192,1.1676778019403735e-07,6.641553883524054e-07,7.399196803709795e-07,1.547958559622309e-05,0.07286380004370585,4.970490396695427,4.66369542999329,4.951125490512271,4.886412560283533
32,32,2048,0.03125,16,91,32768,3.668999428914609e-09,2.1438690156472262e-08,2.3323062933781876e-08,4.889415521347473e-07,0.30803340004058555,4.992111755138696,4.953232150550818,4.987539502034359,4.98456102307181
64,64,8192,0.015625,16,91,131072,1.1481294799611473e-10,6.676459385346334e-10,7.304231385158242e-10,1.5402591979629676e-08,0.932184400036931,4.998029424222849,5.004989728417617,4.996880986615679,4.988416960202526
128,128,32768,0.0078125,16,91,524288,3.589128737175022e-12,2.075772886911409e-11,2.2838064017430204e-11,4.81176209987666e-10,2.63702139997622,4.999507868873504,5.007362714997251,4.999220204333113,5.000464025338301
256,256,131072,0.00390625,16,91,2097152,1.1217230056514022e-13,6.478151348687788e-13,7.137853082351836e-13,1.5049406165701384e-11,10.987846600008197,4.999845300614665,5.001922620780098,4.999806341548998,4.998786849515881
