nx,ny,K_tri,h,hmin,Np,total_dof,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,projection_enabled,projection_mode,projection_frequency,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,1.0,1.0,True,1.0,0.031249999999999997,32,1.6208889247954452,4.027215363611137,1.6208889247954452,4.027215363611137,0.2759717000008095,True,post,step,sinx_rk_stage,inflow,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,1.0,1.0,True,1.0,0.015624999999999998,64,1.625035419199569,4.3501245208168084,1.625035419199569,4.3501245208168084,0.04119340001489036,True,post,step,sinx_rk_stage,inflow,-0.0036859332097434476,-0.11127407277488477
4,4,32,0.25,0.17677669529663687,22,704,1.0,1.0,True,1.0,0.007812499999999999,128,1.6251877505997332,4.188935002180856,1.6251877505997332,4.188935002180856,0.10160470000118949,True,post,step,sinx_rk_stage,inflow,-0.0001352324097566668,0.05447319947284007
8,8,128,0.125,0.08838834764831843,22,2816,1.0,1.0,True,1.0,0.0039062499999999996,256,1.6255410551909282,4.172281147320388,1.6255410551909282,4.172281147320388,0.36474710001493804,True,post,step,sinx_rk_stage,inflow,-0.0003135978508815758,0.005747122227769815
16,16,512,0.0625,0.044194173824159216,22,11264,1.0,1.0,True,1.0,0.0019531249999999998,512,1.6257270074898902,4.16002977435016,1.6257270074898902,4.16002977435016,2.1178499999805354,True,post,step,sinx_rk_stage,inflow,-0.00016502635567095794,0.004242522376248499
