time,L2_error,Linf_error,max_abs_q
0.0,3.463141121197797e-08,1.1449036008137625e-07,0.9999999977755369
0.0019531249999999998,7.901579775344334e-08,5.339057652653523e-07,0.9999812997449588
0.0039062499999999996,1.3277825988540662e-07,1.0591020442318744e-06,0.9999997676587362
0.005859374999999999,1.7384530741245222e-07,1.588209398550866e-06,0.9998557768311929
0.007812499999999999,2.0312247348789045e-07,2.1129076527154345e-06,0.9999715351208559
0.009765624999999998,2.2243874492340784e-07,2.5147341846942783e-06,0.9999665224621139
0.011718749999999998,2.3343756640542495e-07,2.7455646834373404e-06,0.9998661307323368
0.013671874999999998,2.380885111802253e-07,2.834436318516209e-06,0.9999999485088126
0.015624999999999998,2.3848642398590967e-07,2.840052846148078e-06,1.0000000091955916
0.017578124999999997,2.3656960678466457e-07,2.82094783599085e-06,0.9999999417046576
0.019531249999999997,2.3407514200794813e-07,2.8174607800135476e-06,0.9998661425325805
0.021484374999999997,2.324235459503559e-07,2.8466399253357366e-06,0.999966545481995
0.023437499999999997,2.3243966184239906e-07,2.905764294014457e-06,0.9999715334566986
0.025390624999999997,2.3419266531100775e-07,2.9796493065670226e-06,0.9998557690301612
0.027343749999999997,2.3715190648682012e-07,3.0485043435724e-06,0.9999997492374332
0.029296874999999997,2.405463343436943e-07,3.094711019779872e-06,0.9999812629737017
0.031249999999999997,2.4371604506251105e-07,3.1086997108187298e-06,1.0000001360530129
0.03320312499999999,2.463401130253396e-07,3.0942170687886517e-06,0.9999810647703306
0.03515624999999999,2.48506784600861e-07,3.0560475070551263e-06,0.9999997511695314
0.03710937499999999,2.506245689381603e-07,3.0077749753609773e-06,0.9998557553282814
0.03906249999999999,2.532141287676613e-07,2.9757711012268206e-06,0.9999715665001698
0.04101562499999999,2.5667088846926655e-07,2.9769239377197554e-06,0.9999665045672023
0.04296874999999999,2.611007129018875e-07,3.007452139464073e-06,0.999866119166806
0.04492187499999999,2.662865466584381e-07,3.068040562659302e-06,1.0000000128935072
0.04687499999999999,2.7177583254278087e-07,3.1517402814817963e-06,1.0000001688377949
0.04882812499999999,2.770345672550695e-07,3.246303137666162e-06,0.9999999313498398
0.05078124999999999,2.8160821116020724e-07,3.337590485569253e-06,0.9998660372974598
0.05273437499999999,2.852444409681349e-07,3.413001376323388e-06,0.9999664416865541
0.05468749999999999,2.879506795431373e-07,3.464092157234866e-06,0.9999717308334936
0.05664062499999999,2.899772811063802e-07,3.4874938164008995e-06,0.9998559047777673
0.05859374999999999,2.91736440995015e-07,3.4850334481584255e-06,0.9999996655960011
0.06054687499999999,2.9368444078047085e-07,3.4624447277087356e-06,0.9999812561761273
0.06249999999999999,2.962044347058181e-07,3.4276594179649678e-06,1.0000001901738167
0.06445312499999999,2.9952371769423647e-07,3.3888517526614592e-06,0.9999810295282475
0.06640624999999999,3.036839673050757e-07,3.353340252254533e-06,0.9999996644624219
0.06835937499999999,3.0856257737569414e-07,3.3325650860768774e-06,0.9998558469677145
0.07031249999999999,3.139276534305551e-07,3.350237425259195e-06,0.9999716385338419
0.07226562499999999,3.1950413704751404e-07,3.3870629483345738e-06,0.9999664192778579
0.07421874999999999,3.2503252883845934e-07,3.4330654505310143e-06,0.9998660392235319
0.07617187499999999,3.303096585245723e-07,3.4815294076562253e-06,0.999999898742773
0.07812499999999999,3.3520858344736155e-07,3.525889842204144e-06,1.0000003000286672
0.08007812499999999,3.396801681021418e-07,3.5716179851985608e-06,0.9999999402630809
0.08203124999999999,3.437419950589691e-07,3.637856030053177e-06,0.9998660222683177
0.08398437499999999,3.474611650089729e-07,3.699318424282838e-06,0.9999664315745226
0.08593749999999999,3.509365238046937e-07,3.750142873182316e-06,0.9999716336075947
0.08789062499999999,3.542834850256553e-07,3.7856427663740533e-06,0.999855845940203
0.08984374999999999,3.576219096400729e-07,3.8032204695004346e-06,0.9999996518941268
0.09179687499999999,3.6106564407995437e-07,3.803073382324662e-06,0.9999811722547998
0.09374999999999999,3.6471205769424963e-07,3.794883889129963e-06,1.0000001597298076
0.09570312499999999,3.6863115058486643e-07,3.777056266807133e-06,0.9999809087401155
0.09765624999999999,3.728556061503088e-07,3.7551480276398763e-06,0.9999996309849268
0.09960937499999999,3.7737436772218607e-07,3.7348923037638926e-06,0.9998557028923789
0.10156249999999999,3.8213221837502256e-07,3.7211521384805657e-06,0.9999715068827564
0.10351562499999999,3.87036541268279e-07,3.744345189904408e-06,0.9999663902480657
0.10546874999999999,3.9197063558706224e-07,3.7874808294369178e-06,0.9998660090122105
0.10742187499999999,3.9681142949583965e-07,3.840832014850859e-06,0.9999998797673354
0.10937499999999999,4.0144857002855966e-07,3.902595775373552e-06,1.0000004309907031
0.11132812499999999,4.0580168090335794e-07,3.966823290096899e-06,0.9999998470938097
0.11328124999999999,4.098329086894871e-07,4.027391061312002e-06,0.9998659312778522
0.11523437499999999,4.1355260915576664e-07,4.078342010271907e-06,0.9999663494023475
0.11718749999999999,4.1701711979885317e-07,4.115148716954398e-06,0.999971652020665
0.11914062499999999,4.203189404621565e-07,4.134840844383092e-06,0.9998558294238703
0.12109374999999999,4.2357106719900984e-07,4.136716501901283e-06,0.9999995767322594
0.12304687499999999,4.268883622801453e-07,4.122537733908249e-06,0.9999811447374085
0.12499999999999999,4.303693702078437e-07,4.096138894793544e-06,1.000000161768892
0.12695312499999997,4.3408175572012247e-07,4.062800640414199e-06,0.9999808040918767
0.12890624999999997,4.380536421505251e-07,4.0284130677359364e-06,0.9999995510352995
0.13085937499999997,4.422718462131426e-07,4.000450816943335e-06,0.9998557309742625
0.13281249999999997,4.4668669658473375e-07,4.007062702537922e-06,0.9999715232134155
0.13476562499999997,4.5122206619188977e-07,4.022664351899241e-06,0.999966309980373
0.13671874999999997,4.557885929183674e-07,4.0448041356278e-06,0.9998659387369385
0.13867187499999997,4.6029783062281705e-07,4.0720614360445495e-06,0.9999998307382195
0.14062499999999997,4.646752039589383e-07,4.129539899061507e-06,1.0000004790094803
0.14257812499999997,4.6887003961688406e-07,4.1920626249469795e-06,0.9999999119377667
0.14453124999999997,4.72861514397351e-07,4.253913137075571e-06,0.9998661783588564
0.14648437499999997,4.766599940447925e-07,4.3093034157448695e-06,0.9999665744572807
0.14843749999999997,4.803038579339286e-07,4.353298113768389e-06,0.9999714820187663
0.15039062499999997,4.838524624323364e-07,4.382578293105066e-06,0.9998556860491334
0.15234374999999997,4.873763538887851e-07,4.395914329768935e-06,0.9999995892847969
0.15429687499999997,4.909461800992123e-07,4.394270532392941e-06,0.9999810640958272
0.15624999999999997,4.946219226353993e-07,4.380531538228372e-06,1.0000001999422874
0.15820312499999997,4.984440337233081e-07,4.358909633739305e-06,0.9999807103361007
0.16015624999999997,5.024277797595656e-07,4.33726988108285e-06,0.9999996206027867
0.16210937499999997,5.065615821687238e-07,4.319173514288899e-06,0.9998556883356872
0.16406249999999997,5.108094922713295e-07,4.305592120945612e-06,0.9999714924780915
0.16601562499999997,5.151172719624058e-07,4.330266782467951e-06,0.9999663784982769
0.16796874999999997,5.194210085022823e-07,4.3714631861313524e-06,0.9998659882272404
0.16992187499999997,5.236568636489907e-07,4.41744058635174e-06,0.9999999578235171
0.17187499999999997,5.27770471674426e-07,4.4649580656086485e-06,1.0000004984276127
0.17382812499999997,5.317246325138018e-07,4.510017166198255e-06,0.9999998149854817
0.17578124999999997,5.355042525458779e-07,4.553120164951796e-06,0.9998658036327315
0.17773437499999997,5.391179099510863e-07,4.595827551440168e-06,0.999966231245669
0.17968749999999997,5.425959159763907e-07,4.625913074651766e-06,0.9999716416732652
0.18164062499999997,5.459852530730234e-07,4.641095628810099e-06,0.9998558354757029
0.18359374999999997,5.493422250860511e-07,4.641731129739757e-06,0.9999994667485295
0.18554687499999997,5.527239881013081e-07,4.629163381675294e-06,0.9999811270722412
0.18749999999999997,5.561802776446485e-07,4.606274008278621e-06,1.000000181674904
0.18945312499999997,5.597465801179708e-07,4.577426285512498e-06,0.9999805809461109
0.19140624999999997,5.634397279220983e-07,4.549970561040784e-06,0.9999994270821015
0.19335937499999997,5.672564782306306e-07,4.5445848454450655e-06,0.9998558360247664
0.19531249999999997,5.711751483615143e-07,4.545305260672539e-06,0.9999716384290114
0.19726562499999997,5.751599122257535e-07,4.55191299431057e-06,0.9999661875094225
0.19921874999999997,5.79166983716646e-07,4.562937447938342e-06,0.9998658243299008
0.20117187499999997,5.831516762178284e-07,4.575955871000126e-06,0.9999998443314208
0.20312499999999997,5.87075251769478e-07,4.611080513278187e-06,1.0000004998774625
0.20507812499999997,5.909105555241754e-07,4.668658831252781e-06,0.9999998821631468
0.20703124999999997,5.946456520490737e-07,4.725371198249784e-06,0.9998658845538236
0.20898437499999997,5.982850009319899e-07,4.775943128532134e-06,0.9999662907290529
0.21093749999999997,6.018480853377757e-07,4.816454408640425e-06,0.9999714975160199
0.21289062499999997,6.053657881800323e-07,4.844305156626039e-06,0.9998556928694085
0.21484374999999997,6.088751388145555e-07,4.858537573482202e-06,0.9999995899702434
0.21679687499999997,6.124132849832326e-07,4.859876104212901e-06,0.9999809473702798
0.21874999999999997,6.160116394344025e-07,4.850492518138072e-06,1.0000001648186327
0.22070312499999997,6.196910943197627e-07,4.833549367644352e-06,0.9999805051025228
