nx,ny,K_tri,h,hmin,Np,total_dof,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,projection_enabled,projection_mode,projection_frequency,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,1.0,1.0,True,1.0,0.031249999999999997,32,3.285739353191012e-05,0.0001959658512322715,3.285739353191012e-05,0.0001959658512322715,0.013465399999404326,True,post,step,sinx_rk_stage,inflow,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,1.0,1.0,True,1.0,0.015624999999999998,64,1.7350832254551694e-06,1.1239255248818303e-05,1.7350832254551694e-06,1.1239255248818303e-05,0.06709489999775542,True,post,step,sinx_rk_stage,inflow,4.243141270349646,4.123983928011669
4,4,32,0.25,0.17677669529663687,22,704,1.0,1.0,True,1.0,0.007812499999999999,128,9.47312842007531e-08,6.288125136422185e-07,9.47312842007531e-08,6.288125136422185e-07,0.12524470000062138,True,post,step,sinx_rk_stage,inflow,4.195020112779735,4.159772702492715
8,8,128,0.125,0.08838834764831843,22,2816,1.0,1.0,True,1.0,0.0039062499999999996,256,4.9880409440657455e-09,2.8485994174598517e-08,4.9880409440657455e-09,2.8485994174598517e-08,0.22497509999811882,True,post,step,sinx_rk_stage,inflow,4.247295729531915,4.464305265204781
16,16,512,0.0625,0.044194173824159216,22,11264,1.0,1.0,True,1.0,0.0019531249999999998,512,2.82418662215493e-10,1.2657430589757546e-09,2.82418662215493e-10,1.2657430589757546e-09,1.052703899993503,True,post,step,sinx_rk_stage,inflow,4.142565977390419,4.4921962798263175
