nx,ny,K_tri,h,hmin,Np,total_dof,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,projection_enabled,projection_mode,projection_frequency,surface_inverse_mass_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,6.283185307179586,6.283185307179586,True,1.0,0.031249999999999997,202,0.007009154770669257,0.04233889248617795,0.007009154770669257,0.04233889248617795,0.2645918999915011,False,post,step,projected,none,inflow,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,6.283185307179586,6.283185307179586,True,1.0,0.015624999999999998,403,0.00019382665425082932,0.0016951387397815543,0.00019382665425082932,0.0016951387397815543,0.41142190000391565,False,post,step,projected,none,inflow,5.17640159804048,4.642508269714588
4,4,32,0.25,0.17677669529663687,22,704,6.283185307179586,6.283185307179586,True,1.0,0.007812499999999999,805,6.478724477287209e-06,6.401281651147173e-05,6.478724477287209e-06,6.401281651147173e-05,0.9390668999985792,False,post,step,projected,none,inflow,4.902913362533489,4.72689875892456
8,8,128,0.125,0.08838834764831843,22,2816,6.283185307179586,6.283185307179586,True,1.0,0.0039062499999999996,1609,2.3712233151953227e-07,2.238976000823456e-06,2.3712233151953227e-07,2.238976000823456e-06,3.649666299985256,False,post,step,projected,none,inflow,4.772006361849362,4.83744981799943
16,16,512,0.0625,0.044194173824159216,22,11264,6.283185307179586,6.283185307179586,True,1.0,0.0019531249999999998,3217,1.2326470863925385e-08,2.3450035824268411e-07,1.2326470863925385e-08,2.3450035824268411e-07,17.09197330000461,False,post,step,projected,none,inflow,4.265799825726485,3.255177032449058
