nx,ny,K_tri,h,hmin,Np,total_dof,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,projection_enabled,projection_mode,projection_frequency,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,1.0,1.0,True,1.0,0.031249999999999997,32,0.129628350781839,0.4352813687376523,0.129628350781839,0.4352813687376523,0.0381869999691844,False,post,step,projected,exchange,sin2pi_xy,exact_qb,sinx_rk_stage,inflow,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,1.0,1.0,True,1.0,0.015624999999999998,64,0.003454325811072397,0.026190420522418545,0.003454325811072397,0.026190420522418545,0.08398990001296625,False,post,step,projected,exchange,sin2pi_xy,exact_qb,sinx_rk_stage,inflow,5.229833307837379,4.05483714066088
4,4,32,0.25,0.17677669529663687,22,704,1.0,1.0,True,1.0,0.007812499999999999,128,0.00020634987503114556,0.0017065698225828818,0.00020634987503114556,0.0017065698225828818,0.21019800001522526,False,post,step,projected,exchange,sin2pi_xy,exact_qb,sinx_rk_stage,inflow,4.065239694150789,3.9398678771139766
8,8,128,0.125,0.08838834764831843,22,2816,1.0,1.0,True,1.0,0.0039062499999999996,256,6.930509386040404e-06,6.818035267197597e-05,6.930509386040404e-06,6.818035267197597e-05,0.7277284999727271,False,post,step,projected,exchange,sin2pi_xy,exact_qb,sinx_rk_stage,inflow,4.895987361387422,4.645599569801545
16,16,512,0.0625,0.044194173824159216,22,11264,1.0,1.0,True,1.0,0.0019531249999999998,512,2.4781192210506536e-07,2.4243760524053637e-06,2.4781192210506536e-07,2.4243760524053637e-06,4.3584708999842405,False,post,step,projected,exchange,sin2pi_xy,exact_qb,sinx_rk_stage,inflow,4.805643891430129,4.813670659896164
32,32,2048,0.03125,0.022097086912079608,22,45056,1.0,1.0,True,1.0,0.0009765624999999999,1024,1.059911508740985e-08,8.303753201537034e-08,1.059911508740985e-08,8.303753201537034e-08,49.95016539999051,False,post,step,projected,exchange,sin2pi_xy,exact_qb,sinx_rk_stage,inflow,4.547229871125338,4.867706121256266
