nx,ny,K_tri,h,hmin,Np,total_dof,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,1.0,1.0,True,1.0,0.031249999999999997,32,0.15258477988842775,0.8494048584672587,0.15258477988842775,0.8494048584672587,0.9317283000000316,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,1.0,1.0,True,1.0,0.015624999999999998,64,0.009813118790459307,0.037364039637435925,0.009813118790459307,0.037364039637435925,0.0798847999994905,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,3.9587555279142608,4.506730014201346
4,4,32,0.25,0.17677669529663687,22,704,1.0,1.0,True,1.0,0.007812499999999999,128,0.0005080522385001227,0.0019247768654166997,0.0005080522385001227,0.0019247768654166997,0.2133815000015602,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,4.271662975204975,4.2788873288177784
8,8,128,0.125,0.08838834764831843,22,2816,1.0,1.0,True,1.0,0.0039062499999999996,256,2.4226018025725123e-05,7.190239673504628e-05,2.4226018025725123e-05,7.190239673504628e-05,0.7507801000010659,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,4.39034764718637,4.742507536166765
16,16,512,0.0625,0.044194173824159216,22,11264,1.0,1.0,True,1.0,0.0019531249999999998,512,1.0144626272610645e-06,3.092844600094402e-06,1.0144626272610645e-06,3.092844600094402e-06,3.8338687000014033,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,4.577769669452677,4.539033608888019
32,32,2048,0.03125,0.022097086912079608,22,45056,1.0,1.0,True,1.0,0.0009765624999999999,1024,3.5828121201529285e-08,1.1160839780144372e-07,3.5828121201529285e-08,1.1160839780144372e-07,38.34691759999987,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,4.823479515314355,4.792416857346029
