nx,ny,K_tri,h,hmin,Np,total_dof,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,3.141592653589793,3.141592653589793,True,1.0,0.031249999999999997,101,0.18043781641747308,0.6300439087454679,0.18043781641747308,0.6300439087454679,0.5581605000006675,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,3.141592653589793,3.141592653589793,True,1.0,0.015624999999999998,202,0.11250767972179468,0.25078247031509393,0.11250767972179468,0.25078247031509393,0.27063280000038503,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,0.6814782498924863,1.3290158684530595
4,4,32,0.25,0.17677669529663687,22,704,3.141592653589793,3.141592653589793,True,1.0,0.007812499999999999,403,0.911443323360291,2.600340737325607,0.911443323360291,2.600340737325607,0.86037000000033,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,-3.0181294648840113,-3.374192267665971
8,8,128,0.125,0.08838834764831843,22,2816,3.141592653589793,2.9023437499999996,False,1.0,0.0039062499999999996,743,nan,nan,314.4113091765161,1008.5998884279301,1.9917951000006724,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,nan,nan
16,16,512,0.0625,0.044194173824159216,22,11264,3.141592653589793,1.6835937499999998,False,1.0,0.0019531249999999998,862,nan,nan,319.91679989955315,1017.9263411618476,6.332314699999188,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,nan,nan
