nx,ny,K_tri,h,hmin,Np,total_dof,diagonal,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,tau,tau_interior,tau_qb,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,face_order_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
8,8,128,0.125,0.08838834764831843,22,2816,anti,60.0,60.0,True,1.0,0.0039062499999999996,15360,0.0,0.0,0.0,1.3583742423324309e-05,8.04583710610901e-05,1.3583742423324309e-05,8.04583710610901e-05,15.63630479999847,projected,exchange,sin2pi_xy,opposite_boundary,triangle,none,all,nan,nan
16,16,512,0.0625,0.044194173824159216,22,11264,anti,60.0,60.0,True,1.0,0.0019531249999999998,30720,0.0,0.0,0.0,6.846180803414912e-07,3.200561486262077e-06,6.846180803414912e-07,3.200561486262077e-06,81.76436719999765,projected,exchange,sin2pi_xy,opposite_boundary,triangle,none,all,4.310437803930659,4.651845600115808
32,32,2048,0.03125,0.022097086912079608,22,45056,anti,60.0,60.0,True,1.0,0.0009765624999999999,61440,0.0,0.0,0.0,4.0863420558039634e-08,1.3116157918276194e-07,4.0863420558039634e-08,1.3116157918276194e-07,969.8656252000073,projected,exchange,sin2pi_xy,opposite_boundary,triangle,none,all,4.066417515494901,4.6089079425284245
