nx,ny,K_tri,h,hmin,Np,total_dof,diagonal,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,tau,tau_interior,tau_qb,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,anti,0.5,0.5,True,1.0,0.031249999999999997,16,0.0,0.0,0.0,0.14358402461819128,0.7990481789015091,0.14358402461819128,0.7990481789015091,0.04895769999893673,projected,exchange,sin2pi_xy,opposite_boundary,none,all,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,anti,0.5,0.5,True,1.0,0.015624999999999998,32,0.0,0.0,0.0,0.0036422098621101983,0.024916374032054323,0.0036422098621101983,0.024916374032054323,0.0931944999992993,projected,exchange,sin2pi_xy,opposite_boundary,none,all,5.300937379374453,5.0031164537764505
4,4,32,0.25,0.17677669529663687,22,704,anti,0.5,0.5,True,1.0,0.007812499999999999,64,0.0,0.0,0.0,0.00020479880146778497,0.0016833069476539508,0.00020479880146778497,0.0016833069476539508,0.21404919999986305,projected,exchange,sin2pi_xy,opposite_boundary,none,all,4.15253487452276,3.8877239563877017
8,8,128,0.125,0.08838834764831843,22,2816,anti,0.5,0.5,True,1.0,0.0039062499999999996,128,0.0,0.0,0.0,6.616207901698632e-06,6.868370824386627e-05,6.616207901698632e-06,6.868370824386627e-05,0.6009079000014026,projected,exchange,sin2pi_xy,opposite_boundary,none,all,4.952058892978278,4.615186530217312
16,16,512,0.0625,0.044194173824159216,22,11264,anti,0.5,0.5,True,1.0,0.0019531249999999998,256,0.0,0.0,0.0,2.1057919232024252e-07,2.352008822072149e-06,2.1057919232024252e-07,2.352008822072149e-06,2.826569799999561,projected,exchange,sin2pi_xy,opposite_boundary,none,all,4.973569775732475,4.868002556113529
32,32,2048,0.03125,0.022097086912079608,22,45056,anti,0.5,0.5,True,1.0,0.0009765624999999999,512,0.0,0.0,0.0,6.667877215030053e-09,7.536093728048587e-08,6.667877215030053e-09,7.536093728048587e-08,76.95238119999885,projected,exchange,sin2pi_xy,opposite_boundary,none,all,4.980991539884866,4.963932753139749
64,64,8192,0.015625,0.011048543456039804,22,180224,anti,0.5,0.5,True,1.0,0.00048828124999999995,1024,0.0,0.0,0.0,2.0957845676130959e-10,2.373535032580698e-09,2.0957845676130959e-10,2.373535032580698e-09,115.35650639999949,projected,exchange,sin2pi_xy,opposite_boundary,none,all,4.9916652078226065,4.9887076594446755
