nx,ny,K_tri,h,hmin,Np,total_dof,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,projection_enabled,projection_mode,projection_frequency,surface_inverse_mass_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,6.283185307179586,6.283185307179586,True,1.0,0.031249999999999997,202,0.007008626687912235,0.04221908586053924,0.007008626687912235,0.04221908586053924,0.2322340999962762,False,post,step,projected,sinx_rk_stage,inflow,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,6.283185307179586,6.283185307179586,True,1.0,0.015624999999999998,403,0.00019396248861253406,0.001700593485203905,0.00019396248861253406,0.001700593485203905,0.4838441000028979,False,post,step,projected,sinx_rk_stage,inflow,5.175282207258268,4.633785120064689
4,4,32,0.25,0.17677669529663687,22,704,6.283185307179586,6.283185307179586,True,1.0,0.007812499999999999,805,6.486572786587085e-06,6.42483586820175e-05,6.486572786587085e-06,6.42483586820175e-05,1.3737473000073805,False,post,step,projected,sinx_rk_stage,inflow,4.902177434736038,4.726234906954603
8,8,128,0.125,0.08838834764831843,22,2816,6.283185307179586,6.283185307179586,True,1.0,0.0039062499999999996,1609,2.3670289670286727e-07,2.2472071377066527e-06,2.3670289670286727e-07,2.2472071377066527e-06,4.386326499981806,False,post,step,projected,sinx_rk_stage,inflow,4.776307157745022,4.837454581962718
16,16,512,0.0625,0.044194173824159216,22,11264,6.283185307179586,6.283185307179586,True,1.0,0.0019531249999999998,3217,1.0533477025948268e-08,7.829885384502688e-08,1.0533477025948268e-08,7.829885384502688e-08,19.046889499993995,False,post,step,projected,sinx_rk_stage,inflow,4.4900237179947355,4.842998112529085
