nx,ny,K_tri,h,hmin,Np,total_dof,diagonal,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,tau,tau_interior,tau_qb,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,anti,20.0,20.0,True,1.0,0.031249999999999997,640,0.0,0.0,0.0,1.5002370287968139,2.428254122825024,1.5002370287968139,2.428254122825024,0.6611913999986427,projected,exchange,sin2pi_xy,opposite_boundary,none,all,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,anti,20.0,20.0,True,1.0,0.015624999999999998,1280,0.0,0.0,0.0,0.03923167505924427,0.0745191561750217,0.03923167505924427,0.0745191561750217,1.6147375000000466,projected,exchange,sin2pi_xy,opposite_boundary,none,all,5.257027711091746,5.0261642630152705
4,4,32,0.25,0.17677669529663687,22,704,anti,20.0,20.0,True,1.0,0.007812499999999999,2560,0.0,0.0,0.0,0.000274423159043664,0.0017730729684914959,0.000274423159043664,0.0017730729684914959,3.623756900000444,projected,exchange,sin2pi_xy,opposite_boundary,none,all,7.159472886510794,5.393287523080808
8,8,128,0.125,0.08838834764831843,22,2816,anti,20.0,20.0,True,1.0,0.0039062499999999996,5120,0.0,0.0,0.0,7.824196525722169e-06,7.056986846398772e-05,7.824196525722169e-06,7.056986846398772e-05,12.705006899999717,projected,exchange,sin2pi_xy,opposite_boundary,none,all,5.1323158200374905,4.651055778517218
16,16,512,0.0625,0.044194173824159216,22,11264,anti,20.0,20.0,True,1.0,0.0019531249999999998,10240,0.0,0.0,0.0,3.0387899285272537e-07,2.587419401969826e-06,3.0387899285272537e-07,2.587419401969826e-06,45.3329518999999,projected,exchange,sin2pi_xy,opposite_boundary,none,all,4.686373757960834,4.769466492416275
