tf,reached_tf_all,num_mesh_levels,finest_n,L2_error_finest,Linf_error_finest,p_L2_last,p_L2_avg,p_Linf_last,p_Linf_avg,total_elapsed_sec,rate_status
0.1,True,2,4,0.0002405397922464902,0.0020896450871054073,3.310786444482137,3.310786444482137,2.622178268388664,2.622178268388664,1.0359686000156216,ok
0.2,True,2,4,0.00028835027568177774,0.002476182474283717,4.266071710725857,4.266071710725857,3.795971926451125,3.795971926451125,1.9238832999981241,ok
