nx,ny,K_tri,h,hmin,Np,total_dof,diagonal,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,tau,tau_interior,tau_qb,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
2,2,8,0.5,0.35355339059327373,22,176,main,0.1,0.1,True,1.0,0.015624999999999998,7,0.0,0.0,0.0,0.08264510747370987,0.38188456995887043,0.08264510747370987,0.38188456995887043,0.011528099999850383,projected,exchange,sin2pi_xy,periodic_vmap,none,all,nan,nan
