nx,ny,K_tri,h,hmin,Np,total_dof,diagonal,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,tau,tau_interior,tau_qb,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,face_order_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,anti,5.0,5.0,True,1.0,0.031249999999999997,160,0.0,0.0,0.0,0.7609445731035324,1.1952139508249469,0.7609445731035324,1.1952139508249469,1.011682500000461,projected,exchange,sin2pi_xy,opposite_boundary,simplex_strict,none,all,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,anti,5.0,5.0,True,1.0,0.015624999999999998,320,0.0,0.0,0.0,0.17033207538499648,0.24154891106901955,0.17033207538499648,0.24154891106901955,0.1777388999980758,projected,exchange,sin2pi_xy,opposite_boundary,simplex_strict,none,all,2.159441236440717,2.3068816387639846
4,4,32,0.25,0.17677669529663687,22,704,anti,5.0,5.0,True,1.0,0.007812499999999999,640,0.0,0.0,0.0,0.01126115643358305,0.016561693644507658,0.01126115643358305,0.016561693644507658,0.4055251999961911,projected,exchange,sin2pi_xy,opposite_boundary,simplex_strict,none,all,3.918923242039007,3.866393229474061
8,8,128,0.125,0.08838834764831843,22,2816,anti,5.0,5.0,True,1.0,0.0039062499999999996,1280,0.0,0.0,0.0,0.0007168219019498455,0.0010361447415138114,0.0007168219019498455,0.0010361447415138114,1.410424100002274,projected,exchange,sin2pi_xy,opposite_boundary,simplex_strict,none,all,3.9735964598896807,3.998552758655445
16,16,512,0.0625,0.044194173824159216,22,11264,anti,5.0,5.0,True,1.0,0.0019531249999999998,2560,0.0,0.0,0.0,4.502453231883131e-05,6.445828880585758e-05,4.502453231883131e-05,6.445828880585758e-05,6.509338500000013,projected,exchange,sin2pi_xy,opposite_boundary,simplex_strict,none,all,3.99283152283743,4.006715851131123
