nx,ny,K_tri,h,hmin,Np,total_dof,diagonal,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,tau,tau_interior,tau_qb,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,face_order_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
2,2,8,0.5,0.35355339059327373,22,176,anti,0.1,0.1,True,0.05,0.0011048543456039805,91,0.0,0.0,0.0,0.0023868930550542014,0.012865505150386869,0.0023868930550542014,0.012865505150386869,0.20399840000027325,projected,exchange,sin2pi_x,exact_qb,triangle,none,all,nan,nan
4,4,32,0.25,0.17677669529663687,22,704,anti,0.1,0.1,True,0.05,0.0005524271728019902,182,0.0,0.0,0.0,0.00024053979260951888,0.00208964507281284,0.00024053979260951888,0.00208964507281284,0.5961198000004515,projected,exchange,sin2pi_x,exact_qb,triangle,none,all,3.3107864432325163,2.6221782782680894
