nx,ny,K_tri,h,hmin,Np,total_dof,diagonal,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,tau,tau_interior,tau_qb,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,anti,0.5,0.5,True,1.0,0.031249999999999997,16,0.0,0.0,0.0,0.14358402461819125,0.7990481789015086,0.14358402461819125,0.7990481789015086,0.02391400000124122,projected,exchange,sin2pi_xy,periodic_vmap,none,all,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,anti,0.5,0.5,True,1.0,0.015624999999999998,32,0.0,0.0,0.0,0.0036422098621101896,0.024916374032053212,0.0036422098621101896,0.024916374032053212,0.039228499997989275,projected,exchange,sin2pi_xy,periodic_vmap,none,all,5.300937379374456,5.003116453776514
4,4,32,0.25,0.17677669529663687,22,704,anti,0.5,0.5,True,1.0,0.007812499999999999,64,0.0,0.0,0.0,0.00020479880146777768,0.0016833069476526186,0.00020479880146777768,0.0016833069476526186,0.09566049999921233,projected,exchange,sin2pi_xy,periodic_vmap,none,all,4.152534874522808,3.887723956388779
8,8,128,0.125,0.08838834764831843,22,2816,anti,0.5,0.5,True,1.0,0.0039062499999999996,128,0.0,0.0,0.0,6.616207901663245e-06,6.868370824308911e-05,6.616207901663245e-06,6.868370824308911e-05,0.37025440000070375,projected,exchange,sin2pi_xy,periodic_vmap,none,all,4.952058892985943,4.615186530232494
16,16,512,0.0625,0.044194173824159216,22,11264,anti,0.5,0.5,True,1.0,0.0019531249999999998,256,0.0,0.0,0.0,2.105791923162504e-07,2.3520088198794586e-06,2.105791923162504e-07,2.3520088198794586e-06,1.490145300002041,projected,exchange,sin2pi_xy,periodic_vmap,none,all,4.97356977575211,4.868002557442177
32,32,2048,0.03125,0.022097086912079608,22,45056,anti,0.5,0.5,True,1.0,0.0009765624999999999,512,0.0,0.0,0.0,6.667877209923867e-09,7.536093177100411e-08,6.667877209923867e-09,7.536093177100411e-08,11.759874700001092,projected,exchange,sin2pi_xy,periodic_vmap,none,all,4.980991540962315,4.963932857267222
64,64,8192,0.015625,0.011048543456039804,22,180224,anti,0.5,0.5,True,1.0,0.00048828124999999995,1024,0.0,0.0,0.0,2.095784460599179e-10,2.3735355911616574e-09,2.095784460599179e-10,2.3735355911616574e-09,103.129853800001,projected,exchange,sin2pi_xy,periodic_vmap,none,all,4.991665280383991,4.988707214452538
