tf,reached_tf_all,num_mesh_levels,finest_n,L2_error_finest,Linf_error_finest,p_L2_last,p_L2_avg,p_Linf_last,p_Linf_avg,total_elapsed_sec,rate_status
0.1,True,2,4,0.00023893075698844864,0.001981336353586882,3.311843102195035,3.311843102195035,2.6995173844110862,2.6995173844110862,1.0788629000016954,ok
0.2,True,2,4,0.00028913862159793375,0.0024762343196261805,4.258446176440045,4.258446176440045,3.757207838148337,3.757207838148337,2.269962000005762,ok
