nx,ny,K_tri,h,hmin,Np,total_dof,diagonal,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,tau,tau_interior,tau_qb,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,anti,50.0,50.0,True,1.0,0.031249999999999997,1600,0.0,0.0,0.0,3.401278707880257,4.437815335437374,3.401278707880257,4.437815335437374,1.0329571000002034,projected,exchange,sin2pi_xy,opposite_boundary,none,all,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,anti,50.0,50.0,True,1.0,0.015624999999999998,3200,0.0,0.0,0.0,0.09490900283931086,0.1840340308937073,0.09490900283931086,0.1840340308937073,2.4303894999975455,projected,exchange,sin2pi_xy,opposite_boundary,none,all,5.163388473796059,4.591805162040403
4,4,32,0.25,0.17677669529663687,22,704,anti,50.0,50.0,True,1.0,0.007812499999999999,6400,0.0,0.0,0.0,0.0004830051465202076,0.0018953577327370796,0.0004830051465202076,0.0018953577327370796,8.375388300002669,projected,exchange,sin2pi_xy,opposite_boundary,none,all,7.618362572728945,6.601358587987681
8,8,128,0.125,0.08838834764831843,22,2816,anti,50.0,50.0,True,1.0,0.0039062499999999996,12800,0.0,0.0,0.0,1.1921983035598527e-05,7.769207478651452e-05,1.1921983035598527e-05,7.769207478651452e-05,41.92677640000329,projected,exchange,sin2pi_xy,opposite_boundary,none,all,5.340342430707743,4.608558920657867
16,16,512,0.0625,0.044194173824159216,22,11264,anti,50.0,50.0,True,1.0,0.0019531249999999998,25600,0.0,0.0,0.0,5.825189683169708e-07,3.0472758043402493e-06,5.825189683169708e-07,3.0472758043402493e-06,172.94598260000203,projected,exchange,sin2pi_xy,opposite_boundary,none,all,4.355175386917032,4.672175452496603
32,32,2048,0.03125,0.022097086912079608,22,45056,anti,50.0,50.0,True,1.0,0.0009765624999999999,51200,0.0,0.0,0.0,3.425160034592422e-08,1.2165934466443207e-07,3.425160034592422e-08,1.2165934466443207e-07,947.1833363000005,projected,exchange,sin2pi_xy,opposite_boundary,none,all,4.088061726240863,4.646601038915959
