nx,ny,K_tri,h,hmin,Np,total_dof,diagonal,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,tau,tau_interior,tau_qb,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,face_order_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,anti,0.01,0.01,True,1.0,0.031249999999999997,1,0.0,0.0,0.0,0.02417226286020173,0.1023161461375863,0.02417226286020173,0.1023161461375863,0.6513734000036493,projected,exchange,sin2pi_xy,opposite_boundary,triangle,none,all,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,anti,0.01,0.01,True,1.0,0.015624999999999998,1,0.0,0.0,0.0,0.0005493846372045518,0.002312983236966021,0.0005493846372045518,0.002312983236966021,0.0063808999984757975,projected,exchange,sin2pi_xy,opposite_boundary,triangle,none,all,5.459392157563727,5.467135208987976
4,4,32,0.25,0.17677669529663687,22,704,anti,0.01,0.01,True,1.0,0.007812499999999999,2,0.0,0.0,0.0,9.361209615178605e-05,0.0005028872633909276,9.361209615178605e-05,0.0005028872633909276,0.016138000006321818,projected,exchange,sin2pi_xy,opposite_boundary,triangle,none,all,2.5530497021652767,2.201447890371811
8,8,128,0.125,0.08838834764831843,22,2816,anti,0.01,0.01,True,1.0,0.0039062499999999996,3,0.0,0.0,0.0,5.104826445056183e-06,4.1766210159666084e-05,5.104826445056183e-06,4.1766210159666084e-05,0.04063479999604169,projected,exchange,sin2pi_xy,opposite_boundary,triangle,none,all,4.196761142686411,3.5898268695021236
16,16,512,0.0625,0.044194173824159216,22,11264,anti,0.01,0.01,True,1.0,0.0019531249999999998,6,0.0,0.0,0.0,2.1434645495543475e-07,2.2248212994818717e-06,2.1434645495543475e-07,2.2248212994818717e-06,0.14367510000010952,projected,exchange,sin2pi_xy,opposite_boundary,triangle,none,all,4.573845450949623,4.23057487345752
32,32,2048,0.03125,0.022097086912079608,22,45056,anti,0.01,0.01,True,1.0,0.0009765624999999999,11,0.0,0.0,0.0,7.051404740692381e-09,6.748013282875664e-08,7.051404740692381e-09,6.748013282875664e-08,2.7989267999946605,projected,exchange,sin2pi_xy,opposite_boundary,triangle,none,all,4.92589005497304,5.043082837932019
