nx,ny,K_tri,h,hmin,Np,total_dof,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,projection_enabled,projection_mode,projection_frequency,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,6.283185307179586,6.283185307179586,True,1.0,0.031249999999999997,202,0.15525982725783993,0.5398703033254272,0.15525982725783993,0.5398703033254272,0.3596673000138253,False,post,step,projected,exchange,sin2pi_xy,exact_qb,sinx_rk_stage,inflow,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,6.283185307179586,6.283185307179586,True,1.0,0.015624999999999998,403,0.0021334640933316044,0.010420423566316173,0.0021334640933316044,0.010420423566316173,1.2046152999973856,False,post,step,projected,exchange,sin2pi_xy,exact_qb,sinx_rk_stage,inflow,6.185342947432733,5.695127034401491
4,4,32,0.25,0.17677669529663687,22,704,6.283185307179586,6.283185307179586,True,1.0,0.007812499999999999,805,0.00018073303160587978,0.0012879418362449213,0.00018073303160587978,0.0012879418362449213,1.874097099993378,False,post,step,projected,exchange,sin2pi_xy,exact_qb,sinx_rk_stage,inflow,3.5612657208291614,3.0162745734623115
8,8,128,0.125,0.08838834764831843,22,2816,6.283185307179586,6.283185307179586,True,1.0,0.0039062499999999996,1609,6.090840370847726e-06,5.1319260380655596e-05,6.090840370847726e-06,5.1319260380655596e-05,8.288485200027935,False,post,step,projected,exchange,sin2pi_xy,exact_qb,sinx_rk_stage,inflow,4.89107509903365,4.649423253969085
16,16,512,0.0625,0.044194173824159216,22,11264,6.283185307179586,6.283185307179586,True,1.0,0.0019531249999999998,3217,2.2683127422860132e-07,1.6209436662362187e-06,2.2683127422860132e-07,1.6209436662362187e-06,46.70458309998503,False,post,step,projected,exchange,sin2pi_xy,exact_qb,sinx_rk_stage,inflow,4.746949824831688,4.9845945204112905
