nx,ny,K_tri,h,hmin,Np,total_dof,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,3.141592653589793,0.7499999999999999,False,1.0,0.031249999999999997,24,nan,nan,108.11962194332241,1014.1441946444103,0.4226251999989472,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,3.141592653589793,0.5156249999999999,False,1.0,0.015624999999999998,33,nan,nan,147.42933990937368,1398.1152823038567,0.04927339999994729,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,nan,nan
4,4,32,0.25,0.17677669529663687,22,704,3.141592653589793,0.29687499999999994,False,1.0,0.007812499999999999,38,nan,nan,99.07766359779013,1093.7277522510046,0.07046040000022913,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,nan,nan
8,8,128,0.125,0.08838834764831843,22,2816,3.141592653589793,0.17578124999999997,False,1.0,0.0039062499999999996,45,nan,nan,97.21804319109506,1363.4142476556938,0.18042700000114564,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,nan,nan
16,16,512,0.0625,0.044194173824159216,22,11264,3.141592653589793,0.09570312499999999,False,1.0,0.0019531249999999998,49,nan,nan,73.217724731245,1018.7592860689906,0.651901799999905,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,inflow,nan,nan
