tf,reached_tf_all,num_mesh_levels,finest_n,L2_error_finest,Linf_error_finest,p_L2_last,p_L2_avg,p_Linf_last,p_Linf_avg,total_elapsed_sec,rate_status
0.1,True,2,4,0.00024053979260951888,0.00208964507281284,3.3107864432325163,3.3107864432325163,2.6221782782680894,2.6221782782680894,0.8001182000007248,ok
0.2,True,2,4,0.0002883502762649219,0.0024761824742862704,4.26607170970708,4.26607170970708,3.7959719218099597,3.7959719218099597,2.385409399998025,ok
