nx,ny,K_tri,h,hmin,Np,total_dof,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,3.141592653589793,0.18749999999999997,False,1.0,0.031249999999999997,6,nan,nan,461.45226135295536,5424.248539236553,0.33921510000072885,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,all,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,3.141592653589793,0.12499999999999999,False,1.0,0.015624999999999998,8,nan,nan,509.47024850465635,6045.16070947329,0.01409820000117179,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,all,nan,nan
4,4,32,0.25,0.17677669529663687,22,704,3.141592653589793,0.07031249999999999,False,1.0,0.007812499999999999,9,nan,nan,246.59678024804327,3407.6698014333238,0.020052099993336014,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,all,nan,nan
8,8,128,0.125,0.08838834764831843,22,2816,3.141592653589793,0.04296874999999999,False,1.0,0.0039062499999999996,11,nan,nan,433.1816309671049,6942.466524455533,0.10761619999539107,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,all,nan,nan
16,16,512,0.0625,0.044194173824159216,22,11264,3.141592653589793,0.023437499999999997,False,1.0,0.0019531249999999998,12,nan,nan,101.07227262973075,1677.5191518685879,0.13571059999230783,diagonal,exact_trace,sin2pi_xy,exact_qb,rk_stage_exact_trace,all,nan,nan
