nx,ny,K_tri,h,Np,Nq_dense,total_dof,node_L2,node_Linf,dense_L2,dense_Linf,elapsed_sec,rate_node_L2,rate_node_Linf,rate_dense_L2,rate_dense_Linf
1,1,2,1.0,16,90,32,0.7605976911393496,2.831143674501677,1.1066375421299401,4.612627334632474,0.0009451999994780635,nan,nan,nan,nan
2,2,8,0.5,16,90,128,0.2278946615248272,2.121538886364409,0.30412136786582483,2.770126194895528,0.00926419999996142,1.7387664299512648,0.4162738423074341,1.8634636822253263,0.735637037594989
4,4,32,0.25,16,90,512,0.02143986217467955,0.18857781056057732,0.02977226904320784,0.30338149603728337,0.02216939999925671,3.4099995929680698,3.491879289389154,3.35260610165463,3.1907467007184183
8,8,128,0.125,16,90,2048,0.0015346638633584547,0.014272292190715241,0.002208233665274049,0.033751621358577566,0.034312199999476434,3.8043010289649777,3.723870966505068,3.7530044335782873,3.168104381800995
16,16,512,0.0625,16,90,8192,9.854548613685373e-05,0.0009941218511526628,0.00014190862589093036,0.002445530552501296,0.13448260000041046,3.9609890968897403,3.8436505500116116,3.9598586484999663,3.7867374141571517
32,32,2048,0.03125,16,90,32768,6.20088210557162e-06,6.305935010697539e-05,8.931741115887128e-06,0.00015133619499074769,0.6417275000003428,3.990244424742056,3.9786404894147007,3.98987704016467,4.014318506185511
64,64,8192,0.015625,16,90,131072,3.882118552514036e-07,3.940700825211252e-06,5.592372153216473e-07,9.435697240434138e-06,1.822677800000747,3.997557379470737,4.000186171089453,3.9974091602035977,4.003484139019411
128,128,32768,0.0078125,16,90,524288,2.4273522028488007e-08,2.4596759917727695e-07,3.496869981970253e-08,5.880604545538404e-07,7.808387799999764,3.9993888155853297,4.001912035559565,3.9993243093956234,4.004092746516728
256,256,131072,0.00390625,16,90,2097152,1.517260501598521e-09,1.5364167715858912e-08,2.1858232203259183e-09,3.668160530878595e-08,27.598601800000324,3.9998427439237174,4.000826762035551,3.999815523741317,4.0028357939430395
