nx,ny,K_tri,h,hmin,Np,total_dof,tf_target,tf,reached_tf,cfl,dt_nominal,nsteps,L2_error,Linf_error,L2_error_at_stop,Linf_error_at_stop,elapsed_sec,surface_inverse_mass_mode,interior_trace_mode,test_function_mode,physical_boundary_mode,q_boundary_correction_kind,q_boundary_correction_mode,rate_L2,rate_Linf
1,1,2,1.0,0.7071067811865475,22,44,6.283185307179586,6.283185307179586,True,1.0,0.031249999999999997,202,1.1095324955635189,2.7715840628352795,1.1095324955635189,2.7715840628352795,0.5205243999953382,diagonal,exchange,sin2pi_xy,opposite_boundary,disabled_for_opposite_boundary,inflow,nan,nan
2,2,8,0.5,0.35355339059327373,22,176,6.283185307179586,6.283185307179586,True,1.0,0.015624999999999998,403,0.4024555513466285,0.6231633760948362,0.4024555513466285,0.6231633760948362,0.4400712999631651,diagonal,exchange,sin2pi_xy,opposite_boundary,disabled_for_opposite_boundary,inflow,1.463050560598555,2.1530284131465995
4,4,32,0.25,0.17677669529663687,22,704,6.283185307179586,5.789062499999999,False,1.0,0.007812499999999999,741,nan,nan,188.38799561137668,1028.4694232547095,1.8536727000027895,diagonal,exchange,sin2pi_xy,opposite_boundary,disabled_for_opposite_boundary,inflow,nan,nan
8,8,128,0.125,0.08838834764831843,22,2816,6.283185307179586,2.6523437499999996,False,1.0,0.0039062499999999996,679,nan,nan,158.2837102755748,1054.7495978731624,1.5512427000212483,diagonal,exchange,sin2pi_xy,opposite_boundary,disabled_for_opposite_boundary,inflow,nan,nan
16,16,512,0.0625,0.044194173824159216,22,11264,6.283185307179586,1.2871093749999998,False,1.0,0.0019531249999999998,659,nan,nan,150.57576922920123,1030.8511837297915,3.5967860000091605,diagonal,exchange,sin2pi_xy,opposite_boundary,disabled_for_opposite_boundary,inflow,nan,nan
