n_div,K,Nv,Np,total_dof,h,hmin,vmax,cfl,dt,flux_type,alpha_lf,tf_target,tf,reached_tf,initial_preset,center_x,center_y,center_z,mass0,mass,mass_error,mass_rel_error,nsteps,field_case,constant_value,error_reference,L2_error,Linf_error,max_abs_error,elapsed_sec,rate_L2,rate_Linf,gaussian_L2_error,gaussian_Linf_error,rate_gaussian_L2,rate_gaussian_Linf,const_L2_drift,const_Linf_drift,const_max_drift,rate_const_L2,rate_const_Linf
2,32,18,22,704,0.7653668647301795,0.7653668647301795,1.0000000000000002,1.0,0.03061467458920717,lax_friedrichs,1.0,6.28,6.28,True,custom,1.0,0.0,0.0,0.15413535929087585,0.14458620237458172,-0.009549156916294127,-0.06195305840416201,206,gaussian,1.0,exact_gaussian,0.08426037907712493,0.3346035708507128,0.3346035708507128,0.6861676999833435,nan,nan,0.08426037907712493,0.3346035708507128,nan,nan,nan,nan,nan,nan,nan
4,128,66,22,2816,0.32036448601393447,0.32036448601393447,1.0000000000000002,1.0,0.012814579440557375,lax_friedrichs,1.0,6.28,6.28,True,custom,1.0,0.0,0.0,0.1544855136870229,0.15403231892344627,-0.00045319476357663646,-0.002933574500032269,491,gaussian,1.0,exact_gaussian,0.007492096442891034,0.03711481737891187,0.03711481737891187,2.8168786999885924,2.7788201306907925,2.5249058405922353,0.007492096442891034,0.03711481737891187,2.7788201306907925,2.5249058405922353,nan,nan,nan,nan,nan
8,512,258,22,11264,0.1417780401813586,0.1417780401813586,1.0000000000000002,1.0,0.005671121607254342,lax_friedrichs,1.0,6.28,6.28,True,custom,1.0,0.0,0.0,0.15448748853561206,0.15448501359013783,-2.4749454742289956e-06,-1.602036189266212e-05,1108,gaussian,1.0,exact_gaussian,0.00020970295490326587,0.0012848574393736767,0.0012848574393736767,24.032448399986606,4.386563658449463,4.125837117494417,0.00020970295490326587,0.0012848574393736767,4.386563658449463,4.125837117494417,nan,nan,nan,nan,nan
