mesh_level,h,field_case,flux_type,alpha_lf,initial_preset,center_x,center_y,center_z,mass0,mass,mass_error,mass_rel_error,error_reference,step_index,time,L2_error,Linf_error,max_abs_q,reached_tf,tf_used,nsteps
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15421425648083817,7.889718996231809e-05,0.0005118695043453827,exact_gaussian,22,0.4490152273083718,0.02472457275777,0.12467396376950723,0.9305145350946692,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.154206667333195,7.130804231914034e-05,0.00046263260193640375,exact_gaussian,23,0.46942501036784323,0.024807480311102515,0.11394367027240385,0.9433477210513529,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15419695171392378,6.159242304792922e-05,0.00039959956840075457,exact_gaussian,24,0.48983479342731473,0.024804176199617625,0.10721722097651283,0.9524769947893044,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.1541851090225341,4.9749731658249585e-05,0.00032276650787419,exact_gaussian,25,0.5102445764867861,0.024735443173065953,0.1057611023638771,0.9598043058211322,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15417117934040056,3.582004952470963e-05,0.000232393460459076,exact_gaussian,26,0.5306543595462576,0.024624898795020143,0.10381942710544292,0.9636777508568416,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.1541552447619418,1.988547106596128e-05,0.00012901303865282788,exact_gaussian,27,0.551064142605729,0.024498352446062837,0.10153673667590374,0.9640659735675652,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15413742978713665,2.070496260803134e-06,1.3432973915451848e-05,exact_gaussian,28,0.5714739256652005,0.024382850555938765,0.0990717846882471,0.9609765068424074,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15411790069128828,-1.745859958757201e-05,-0.00011326797217648867,exact_gaussian,29,0.5918837087246719,0.02430537788748376,0.09659163124746362,0.9544554108083624,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.1540968638190121,-3.8495471863742026e-05,-0.0002497510762024142,exact_gaussian,30,0.6122934917841434,0.024291252433809488,0.09426527726161105,0.9445861809999478,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.1540745627846242,-6.079650625165356e-05,-0.0003944358162290439,exact_gaussian,31,0.6327032748436148,0.02436235069660204,0.09225711709286671,0.9314879613919567,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15405127459886514,-8.408469201071078e-05,-0.0005455250008664835,exact_gaussian,32,0.6531130579030863,0.02453540241691748,0.09072049450567077,0.9153131137907242,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15402730478050908,-0.00010805451036677294,-0.000701036484190875,exact_gaussian,33,0.6735228409625578,0.024820653343856414,0.09116707627690074,0.8962442101074637,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15400298154909964,-0.00013237774177621286,-0.000858840842135365,exact_gaussian,34,0.6939326240220292,0.02522116664029283,0.09803820027769067,0.8894297341921307,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.1539786492301137,-0.00015671006076214966,-0.001016704158494969,exact_gaussian,35,0.7143424070815007,0.025732907122729094,0.10402623260410887,0.9096362272275029,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.1539546610346829,-0.00018069825619296265,-0.0011723348686783722,exact_gaussian,36,0.734752190140972,0.02634556894101275,0.10889982764032546,0.9262803374866285,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.1539313714012189,-0.00020398788965694803,-0.0013234334457416302,exact_gaussian,37,0.7551619732004435,0.02704394126146369,0.11244137378764713,0.9391927116158786,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15390912810476517,-0.00022623118611067583,-0.0014677435933681164,exact_gaussian,38,0.7755717562599149,0.027809520791063927,0.11490988993609905,0.9482527590286411,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.1538882643508608,-0.0002470949400150413,-0.0016031035393295914,exact_gaussian,39,0.7959815393193864,0.02862209069925735,0.12253003817857046,0.9533906240062868,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.1538690910736821,-0.00026626821719374916,-0.0017274960036344567,exact_gaussian,40,0.8163913223788578,0.029461063923477984,0.12819076765929854,0.9711170651708421,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15385188965317537,-0.00028346963770048417,-0.0018390954483424903,exact_gaussian,41,0.8368011054383293,0.030306489550191298,0.1318683928300862,0.9970223276379863,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15383690525307664,-0.00029845403779921176,-0.0019363112991872655,exact_gaussian,42,0.8572108884978007,0.03113970877404548,0.13357590535800715,1.0186676432938389,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15382434096176179,-0.00031101832911406557,-0.0020178259585922056,exact_gaussian,43,0.8776206715572722,0.03194370679940499,0.1333608640080584,1.0357381524217224,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15381435289169781,-0.00032100639917803653,-0.002082626599469955,exact_gaussian,44,0.8980304546167436,0.032703239522207904,0.13130264403717745,1.0479778086500944,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15380704636204348,-0.0003283129288323694,-0.0021300299317614404,exact_gaussian,45,0.9184402376762151,0.033404826232862596,0.13694674933157547,1.0551951247537628,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15380247325401947,-0.0003328860368563835,-0.0021596993602757894,exact_gaussian,46,0.9388500207356865,0.03403669950194013,0.14331053717110626,1.0572675962446323,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.1538006305914887,-0.0003347286993871379,-0.0021716541936069073,exact_gaussian,47,0.959259803795158,0.03458879605599798,0.14931497166799007,1.0541446836344395,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15380146036127712,-0.00033389892959873047,-0.0021662708098575526,exact_gaussian,48,0.9796695868546295,0.03505286053482762,0.15478278703554332,1.0458492732344995,True,1.0,49
2,0.7653668647301795,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.15413535929087585,0.15380483260268987,-0.0003305266881859781,-0.0021443923685429385,exact_gaussian,49,1.0,0.03542146835305762,0.15953185511227702,1.0325392156662956,True,1.0,49
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.1544855136870229,0.0,0.0,exact_gaussian,0,0.0,0.0,0.0,0.9977915796879231,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448551194707555,-1.7399473528634246e-09,-1.1262851197740386e-08,exact_gaussian,1,0.008543052960371583,7.861398545505098e-05,0.0007129590622707016,0.9992125189068014,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448550675971656,-6.927306339665762e-09,-4.4841138656534564e-08,exact_gaussian,2,0.017086105920743166,0.00014150484591767332,0.0012038103261194921,0.9999464284158486,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.1544854980070618,-1.5679961107295526e-08,-1.0149793811128503e-07,exact_gaussian,3,0.02562915888111475,0.0001995727333140473,0.0015858237847239942,0.9999334674582209,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448548552391692,-2.8163105986189763e-08,-1.8230256879131264e-07,exact_gaussian,4,0.03417221184148633,0.00025529467357463664,0.0019506600855858092,0.9991605917545945,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.1544854691665308,-4.4520492098465425e-08,-2.8818554591895846e-07,exact_gaussian,5,0.042715264801857916,0.00030926754021938063,0.002306380903611016,0.997626455398821,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.1544854488364809,-6.485054199201201e-08,-4.197839683751499e-07,exact_gaussian,6,0.0512583177622295,0.00036156221080250447,0.002665935252345153,0.9953343288496245,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.1544854244830426,-8.920398031353471e-08,-5.774261818118162e-07,exact_gaussian,7,0.05980137072260108,0.0004120786889894732,0.003043080978733237,0.9922906346834024,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448539609797204,-1.1758905085756943e-07,-7.611655491258347e-07,exact_gaussian,8,0.06834442368297267,0.00046066755402157726,0.003444982519146378,0.9944547277036192,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448536370885035,-1.4997817254780443e-07,-9.708235352840265e-07,exact_gaussian,9,0.07688747664334425,0.0005071814406480637,0.00387422675170751,0.9972393921721333,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.1544853273731907,-1.8631383219558373e-07,-1.2060278517314111e-06,exact_gaussian,10,0.08543052960371583,0.000551500027127196,0.004330222410753037,0.9992852730284226,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448528717383658,-2.26513186318833e-07,-1.4662422444199735e-06,exact_gaussian,11,0.09397358256408742,0.000593543123837163,0.004810175589774451,1.000584637538695,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.1544852432155644,-2.7047145850778165e-07,-1.7507884852927916e-06,exact_gaussian,12,0.102516635524459,0.0006332776529017821,0.005309785427830116,1.0011320797465366,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448519562262317,-3.180643997346966e-07,-2.058862298112128e-06,exact_gaussian,13,0.11105968848483058,0.0006707209650759568,0.005823755028485783,1.0009246105756489,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448514453692525,-3.691500976565898e-07,-2.389545070254695e-06,exact_gaussian,14,0.11960274144520217,0.0007059414972211622,0.006346178361287841,0.9999617120306271,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.1544850901166417,-4.23570381213878e-07,-2.7418129448176135e-06,exact_gaussian,15,0.12814579440557375,0.0007390571415815952,0.006870841688871421,0.9982453561555461,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448503253500934,-4.811520135650227e-07,-3.114544542602252e-06,exact_gaussian,16,0.13668884736594533,0.0007702314564201938,0.00739146394874074,0.9957799896424769,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448497197920508,-5.417078178249213e-07,-3.5065282491301048e-06,exact_gaussian,17,0.14523190032631692,0.0007996678070787076,0.00790189157617141,0.9925724854378166,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.1544849086491886,-6.050378343058771e-07,-3.9164697055779765e-06,exact_gaussian,18,0.1537749532866885,0.0008276015936550991,0.008396257592615947,0.9886320632687899,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448484275644378,-6.709305791219311e-07,-4.342999955848227e-06,exact_gaussian,19,0.16231800624706008,0.0008542908451507269,0.008869111212446712,0.9839701816226115,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448477452258286,-7.391644400445152e-07,-4.784684482080384e-06,exact_gaussian,20,0.17086105920743166,0.0008800056066108098,0.009315521991583364,0.9849952417610051,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448470417778787,-8.095092350335342e-07,-5.24003329317689e-06,exact_gaussian,21,0.17940411216780325,0.0009050166875457889,0.009731161180505765,0.9879766242807696,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.1544846319590911,-8.817279318062976e-07,-5.707512055742768e-06,exact_gaussian,22,0.18794716512817483,0.0009295844499978818,0.010112362147463583,0.9917084120186516,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448455810849476,-9.555785281389895e-07,-6.185554265462885e-06,exact_gaussian,23,0.19649021808854641,0.0009539483680401803,0.010456161308168371,0.9947116124155481,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448448287094899,-1.0308160739158634e-06,-6.672574336026265e-06,exact_gaussian,24,0.205033271048918,0.0009783180682249124,0.01076032080582065,0.9969774883843593,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.154484406492204,-1.1071948189111946e-06,-7.166981501930956e-06,exact_gaussian,25,0.21357632400928958,0.0010028664548037758,0.011023334143163505,0.9984994212991138,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.1544843292165608,-1.1844704621011282e-06,-7.667194378501951e-06,exact_gaussian,26,0.22211937696966116,0.001027725342051662,0.011244416017068465,0.9992729734238156,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448425128454832,-1.262402474583313e-06,-8.17165599837959e-06,exact_gaussian,27,0.23066242993003275,0.0010529837820808757,0.011423477705269067,0.9992959246313426,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.154484172930553,-1.3407564699030594e-06,-8.678849154875068e-06,exact_gaussian,28,0.23920548289040433,0.0010786890248969821,0.011561089475525435,0.9985682830947573,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448409438043104,-1.4193065918655101e-06,-9.187311858514632e-06,exact_gaussian,29,0.24774853585077591,0.0011048498162697224,0.011658431609592387,0.997092270257607,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448401584913216,-1.4978378907459788e-06,-9.695652718483988e-06,exact_gaussian,30,0.2562915888111475,0.0011314415607231142,0.01171723574359422,0.9948722809935545,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448393753836842,-1.5761486544807468e-06,-1.0202566032656733e-05,exact_gaussian,31,0.26483464177151905,0.0011584127713514139,0.011739718312797603,0.991914820432875,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448385963435451,-1.6540526683872514e-06,-1.0706846414986516e-05,exact_gaussian,32,0.27337769473189066,0.0011856921995063861,0.011728507945713049,0.9882284194490937,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448378230565543,-1.7313813674701972e-06,-1.1207402727597215e-05,exact_gaussian,33,0.2819207476922623,0.0012131960761314106,0.011686568675766507,0.9838235312500243,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448370570116546,-1.8079858574437946e-06,-1.1703271163059667e-05,exact_gaussian,34,0.29046380065263383,0.0012408349840736447,0.011617120826500044,0.9850143015652701,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448362994825277,-1.8837387701364783e-06,-1.2193627254609803e-05,exact_gaussian,35,0.2990068536130054,0.0012685199953289354,0.011523561377984798,0.9887843587410892,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448355515109324,-1.9585359296581117e-06,-1.267779666141365e-05,exact_gaussian,36,0.307549906573377,0.0012961678287810507,0.01140938553900235,0.9918556785723318,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448348138922194,-2.0322978009634785e-06,-1.315526454526199e-05,exact_gaussian,37,0.3160929595337486,0.0013237048972743683,0.011278111133812087,0.9942202839086215,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448340871632246,-2.104970700439468e-06,-1.362568340682088e-05,exact_gaussian,38,0.32463601249412016,0.0013510702082482095,0.011133207267223458,0.9958719541568006,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448333715927662,-2.1765277462837407e-06,-1.4088879237526679e-05,exact_gaussian,39,0.3331790654544917,0.0013782171554924541,0.010978028561298696,0.9968062797355994,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448326671748913,-2.2469695337701268e-06,-1.454485589064573e-05,exact_gaussian,40,0.34172211841486333,0.0014051142907758366,0.010815756065912459,0.9970206999809134,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448319736250316,-2.3163245197466154e-06,-1.4993797570167845e-05,exact_gaussian,41,0.35026517137523494,0.0014317451957315643,0.011202972572289582,0.9965145238662059,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448312903791406,-2.3846491088441724e-06,-1.54360693888445e-05,exact_gaussian,42,0.3588082243356065,0.0014581075903877627,0.01163996770321063,0.9952889333179225,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.1544830616595869,-2.4520274360118055e-06,-1.5872215960516827e-05,exact_gaussian,43,0.36735127729597805,0.0014842118193727479,0.01204732549773202,0.9933469693187864,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448299511617852,-2.518570844378676e-06,-1.6302958020265437e-05,exact_gaussian,44,0.37589433025634966,0.001510078854074029,0.012421485762237172,0.9906935013902644,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448292926996574,-2.5844170571664993e-06,-1.672918706411756e-05,exact_gaussian,45,0.3844373832167213,0.0015357379421497275,0.012759036160223391,0.9873351814178805,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.15448286395796332,-2.6497290595839385e-06,-1.7151958111438907e-05,exact_gaussian,46,0.39298043617709283,0.001561224027181368,0.013056751560691415,0.9832803831190214,True,1.0,118
4,0.32036448601393447,gaussian,lax_friedrichs,1.5,custom,1.0,0.0,0.0,0.1544855136870229,0.154482798993334,-2.7146936888988726e-06,-1.757248057833213e-05,exact_gaussian,47,0.4015234891374644,0.0015865750523944592,0.013311632189100031,0.984147724219493,True,1.0,118
