n_div,K,Nv,Np,total_dof,h,hmin,vmax,cfl,dt,flux_type,alpha_lf,tf_target,tf,reached_tf,initial_preset,center_x,center_y,center_z,mass0,mass,mass_error,mass_rel_error,nsteps,field_case,constant_value,error_reference,L2_error,Linf_error,max_abs_error,elapsed_sec,rate_L2,rate_Linf,gaussian_L2_error,gaussian_Linf_error,rate_gaussian_L2,rate_gaussian_Linf,const_L2_drift,const_Linf_drift,const_max_drift,rate_const_L2,rate_const_Linf
2,32,18,22,704,0.7653668647301795,0.7653668647301795,1.0000000000000002,1.0,0.020409783059471446,lax_friedrichs,1.5,1.0,1.0,True,custom,1.0,0.0,0.0,0.15413535929087585,0.15380483260268987,-0.0003305266881859781,-0.0021443923685429385,49,gaussian,1.0,exact_gaussian,0.03542146835305762,0.15953185511227702,0.15953185511227702,0.4606344000203535,nan,nan,0.03542146835305762,0.15953185511227702,nan,nan,nan,nan,nan,nan,nan
4,128,66,22,2816,0.32036448601393447,0.32036448601393447,1.0000000000000002,1.0,0.008543052960371583,lax_friedrichs,1.5,1.0,1.0,True,custom,1.0,0.0,0.0,0.1544855136870229,0.15447457450625318,-1.0939180769720114e-05,-7.081039839037689e-05,118,gaussian,1.0,exact_gaussian,0.003043682052114233,0.02306976998073318,0.02306976998073318,0.81186879996676,2.8180751144390204,2.2203807454491225,0.003043682052114233,0.02306976998073318,2.8180751144390204,2.2203807454491225,nan,nan,nan,nan,nan
8,512,258,22,11264,0.1417780401813586,0.1417780401813586,1.0000000000000002,1.0,0.0037807477381695607,lax_friedrichs,1.5,1.0,1.0,True,custom,1.0,0.0,0.0,0.15448748853561206,0.15448760354215976,1.1500654770180141e-07,7.444392344774923e-07,265,gaussian,1.0,exact_gaussian,0.00012780514503709143,0.0020464299774252126,0.0020464299774252126,5.612750600033905,3.889020575325438,2.971585277475705,0.00012780514503709143,0.0020464299774252126,3.889020575325438,2.971585277475705,nan,nan,nan,nan,nan
